label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,id
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,gfmll3qyYmlGR1,409.0,cinegray ezframe series fixed frame screen - 150 diagonal,projection screens,elite,0kKzSqhd5cTQyO30j,879.0,5583
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,8J8Nfi1uU,409.0,powergain prime vision series fixed frame screen - 135 diagonal,projection screens,elite,637kHrg1CLxM,1069.0,1572
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,fZ3yIE7LbpUky6Zu89,1069.0,powergain prime vision series fixed frame screen - 135 diagonal,projection screens,elite,gLXUAtJwuwQu7,1069.0,110
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,1bKCNXT9d5VGBbahPJKo,409.0,cinewhite prime vision series fixed frame screen - 120 diagonal,projection screens,elite,W6hJNs,929.0,1938
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,lQZND7uMLeu,1069.0,cinewhite prime vision series fixed frame screen - 120 diagonal,projection screens,elite,Pploe7Xb6uyF85j,929.0,5694
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,gM523iXcn9,409.0,cinewhite cinema235 series fixed frame wide screen - 96 diagonal,projection screens,elite,WPmIpV,459.0,2462
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,Ja0yCK3Vj1x6XLkB86K,1069.0,cinewhite cinema235 series fixed frame wide screen - 96 diagonal,projection screens,elite,sDTCDFX62hm,459.0,570
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,8tHkhxYVHmdFRaRQtmO,409.0,cinegray prime vision series fixed frame screen - 135 diagonal,projection screens,elite,MAmzuGM,1069.0,1770
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,i63X8pExCZk,409.0,cinegray silverframe series silver fixed frame cinegray screen - 84 diagonal,projection screens,elite,yeh98K7YWU3Yy3HUHj,205.2,453
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,Hp1VGxZEyD,1069.0,cinegray silverframe series silver fixed frame cinegray screen - 84 diagonal,projection screens,elite,onQJNz,205.2,5356
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,RBRQOg,409.0,cinegray ezframe series fixed frame screen - 84 diagonal,projection screens,elite,ZPaNmbFhJNL,519.0,4976
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,b3IRipKGaTOQFfwGAzb,24.99,georgia bulldogs iphone 4 case silicone cover,computers accessories,tribeca,ifnvkW5QvBlfG6y,17.99,1712
0,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,Lpu2Z9yOSZ0Ojo7,24.99,georgia bulldogs iphone 4 case silicone cover,computers accessories,tribeca,1ax9BN3anE,17.99,5183
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,F9xuTJBwN6STlz38Ot,24.99,san antonio spurs iphone 4 case silicone cover,computers accessories,tribeca,gQEVfW,17.99,2525
0,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,XlcQn7,24.99,san antonio spurs iphone 4 case silicone cover,computers accessories,tribeca,yh86mOlgYLyyMzSi,17.99,5018
0,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,5GF3La,24.99,san antonio spurs iphone 4 case silicone cover,computers accessories,tribeca,gpO387Z5I4Rtsasn8uKb,17.99,4298
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,jE8pyWJb8xFOw3u,24.99,texas longhorns iphone 4 case silicone cover,computers accessories,tribeca,CfogfjzAIAPGZZph0,19.99,5198
0,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,IiTYvwVQzXb3Q0adnkrD,24.99,texas longhorns iphone 4 case silicone cover,computers accessories,tribeca,s2uUCawuf,19.99,2226
0,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,UZS0GHWM98AMVS,24.99,texas longhorns iphone 4 case silicone cover,computers accessories,tribeca,TrRdqJTh6k1ft,19.99,2422
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,U0M9r5,24.99,lsu tigers iphone 4 case silicone cover,computers accessories,tribeca,WE875A4GbnHZo8xiH,17.99,3937
0,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,NJtJtd,24.99,lsu tigers iphone 4 case silicone cover,computers accessories,tribeca,7SEH39E0MGjCH,17.99,122
0,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,NwIzDL,24.99,lsu tigers iphone 4 case silicone cover,computers accessories,tribeca,CCDcy4xTxbJrVWgkwkT,17.99,1786
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,t0LYEsB9OzDXxM2UxV2G,24.99,utah jazz iphone 4 case silicone cover,computers accessories,tribeca,kYR7YswFYW,17.99,1771
0,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,VfZ17OGfV477p,24.99,utah jazz iphone 4 case silicone cover,computers accessories,tribeca,q9zdhMo9lE,17.99,1409
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,GEkZ1zrYucvUAW,24.99,wisconsin badgers iphone 4 case silicone cover,computers accessories,tribeca,27DoOTMulv,17.99,3320
0,wisconsin badgers iphone 4 case black shell,electronics - general,tribeca,onyHbd3eaeE9,29.99,wisconsin badgers iphone 4 case silicone cover,computers accessories,tribeca,JJEPAy,17.99,187
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,dqs73C,24.99,iowa hawkeyes iphone 4 case silicone cover,computers accessories,tribeca,ZFezuiVc9lkeuVf6Ob8f,17.99,4561
0,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,d354ySLB4fzlegWybvfJ,24.99,iowa hawkeyes iphone 4 case silicone cover,computers accessories,tribeca,m3f1yp1hTHmvlsWSUi,17.99,2061
0,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,YyTB7B7,24.99,iowa hawkeyes iphone 4 case silicone cover,computers accessories,tribeca,7z0YXSp6KpVnpla,17.99,2457
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,vRRxEQ10N3,24.99,penn state nittany lions iphone 4 case silicone cover,cases,tribeca,t61iecOwxRKE3yLZadR,17.99,771
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,DIL3LsADn,24.99,alabama crimson tide iphone 4 case silicone cover,computers accessories,tribeca,A82AK2F1IMy,17.74,4524
0,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,XxZtIeBtzEopt,24.99,alabama crimson tide iphone 4 case silicone cover,computers accessories,tribeca,MchZlypayKf5pG9,17.74,722
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,lm6HUN6BQ4Zg,24.99,michigan wolverines iphone 4 case silicone cover,computers accessories,tribeca,WNq6MhSBn34NS67jxB33,17.99,1757
0,michigan wolverines iphone 3g silicone cover,electronics - general,tribeca,csqJpb9rAi6q7aewc,19.99,michigan wolverines iphone 4 case silicone cover,computers accessories,tribeca,jE6GwYZ75KXNgxYH5F1,17.99,5782
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,Rnz5uTZifaPFymBr,24.99,ohio state buckeyes iphone 4 case silicone cover,computers accessories,tribeca,S0xlzJSyEPGJuiV,17.99,5640
0,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,u3tV5,24.99,ohio state buckeyes iphone 4 case silicone cover,computers accessories,tribeca,bSHjamPWjqMiYZZo,17.99,3224
0,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,i5fTyLSkt,24.99,ohio state buckeyes iphone 4 case silicone cover,computers accessories,tribeca,z6FAv,17.99,1853
0,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,iJefl6q3Xho2,24.99,boston bruins iphone 4 case silicone cover,computers accessories,tribeca,kaGscFQG7v6AoZ3,17.99,669
0,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,aqA6Yaf3ujh7xmd6LHSX,24.99,boston bruins iphone 4 case silicone cover,computers accessories,tribeca,0d9mP,17.99,1758
0,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,2V7sFmY,68.35,premium compatible hp 11x toner cartridge hp q6511x . black print cartridge high yield hp 12000 pages . .,inkjet printer ink,compatible,7uKfGnasV,28.92,489
0,innovera d2130b black compatible high-yield toner print cartridge,printers,innovera,RZ5ZnMdqqEIENHo,58.9,premium compatible hp 11x toner cartridge hp q6511x . black print cartridge high yield hp 12000 pages . .,inkjet printer ink,compatible,vLnEr,28.92,4197
0,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,gama67taIryt,68.35,innovera pc201 compatible thermal print cartridge ribbon black,printer ink toner,innovera,Kvpiq,13.13,4344
0,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,YrEUaBt,68.35,innovera 104 - 104 compatible toner 2000 page-yield black,computer accessories,innovera,29wwL0ZXOnau3v,,1263
0,innovera 7653 compatible ink 8000 page-yield red,printers,innovera,HjHXi58,54.1,innovera 104 - 104 compatible toner 2000 page-yield black,computer accessories,innovera,9ngjsuDCI,,603
0,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black,printers,innovera,zzMyetmG79p,24.99,innovera 104 - 104 compatible toner 2000 page-yield black,computer accessories,innovera,O7H836yKkMk,,178
