title,manufacturer,price,SampleID
6309,8438,1130,9188
3258,2522,3650,9218
3976,3903,9817,9233
6805,8438,4601,9239
10536,2522,2819,9301
6994,5953,2329,9309
6994,2522,2753,9323
8674,9652,164,9452
9006,5953,597,9503
9421,9661,9500,9557
5254,5953,6941,9645
5479,9238,3507,9660
4901,5953,4259,9672
1477,8438,727,9689
4667,11193,8537,9725
6232,5953,4031,9726
4146,2536,9547,9755
7219,6561,8022,9768
11319,5953,2726,9835
3258,2522,2808,9853
89,5953,4995,9899
6467,8451,8083,9911
4198,870,1466,9928
6232,8887,7773,9944
11413,8887,1577,9955
5704,11193,5673,9995
714,5084,8239,10005
11413,8203,8083,10022
6603,4019,4304,10050
4146,5953,10570,10053
6538,1840,2521,10083
11413,5953,4712,10131
11413,5953,2438,10134
4123,2683,1806,10146
4835,10190,9869,10191
10102,8203,838,10200
9006,5084,1284,10210
4146,11193,1357,10219
9157,11193,9460,10221
6232,11193,9497,10223
10816,8068,7185,10244
1477,3480,727,10254
11296,5084,10577,10394
4730,4142,5066,10425
5709,5675,5708,10440
2111,3570,11002,10446
9801,9012,2034,10460
5174,5953,3195,10472
5682,5953,6941,10475
9157,8887,3507,10479
9920,11061,2494,10491
3870,5953,2591,10503
6586,854,3339,10524
3976,11015,5088,10530
3976,11015,5088,10532
10368,11061,4307,10552
9157,11193,783,10613
10614,11193,1106,10615
9006,9012,337,10640
4142,1675,375,10660
1684,8451,2592,10667
4888,5821,4895,10684
4667,1598,4714,10690
8593,6845,1403,10730
8198,11015,6859,10736
6789,5953,4198,10749
4142,5953,6941,10752
5682,3397,475,10757
6232,5953,4895,10772
6649,7526,1109,10775
6105,11070,1109,10809
4667,3480,2207,10818
1224,11197,2500,10824
11220,5953,9544,10848
5205,4808,4817,10866
11268,8438,4013,10878
5967,5821,349,10883
6232,5953,761,10909
11192,7551,11306,10939
5682,5953,4029,10950
6609,5938,4119,10952
11220,11193,4778,10956
1224,1598,6989,10974
9006,5953,3579,10977
6180,5953,4778,10990
11404,4808,1118,11009
1684,5261,9556,11011
4184,6507,1337,11023
3784,7607,3782,11043
6232,8462,4029,11048
4142,5953,3507,11051
5825,8451,3940,11055
10609,6507,11238,11056
3570,11193,222,11057
6006,5821,5088,11059
3904,6821,5121,11081
8593,11234,5355,11088
6232,5953,11175,11099
10557,1647,4307,11111
10861,1592,10861,11129
11063,10970,3052,11133
4198,8047,6334,11142
9157,5953,3628,11159
5254,5953,4730,11164
4582,3981,9361,11168
8657,11193,4198,11173
4247,870,5070,11202
5682,5953,8343,11214
5028,10938,10769,11215
9157,11404,848,11218
3904,5953,8863,11231
4730,9238,7842,11236
4667,8203,4822,11241
6232,1404,1580,11250
4667,5953,4730,11251
1684,8203,3730,11253
5479,8451,6193,11258
5523,8203,5506,11267
11208,7502,2933,11272
9157,8203,5088,11274
5205,4808,6362,11276
8873,5953,7212,11279
1081,6788,8203,11280
4667,6382,10787,11289
10961,8203,5066,11293
11302,11193,598,11299
3006,6836,6856,11301
11302,2667,5088,11305
4667,8451,3042,11309
6687,3692,11120,11311
5682,8203,5645,11312
5682,5953,5088,11321
5356,6397,2688,11322
5682,8203,58,11325
6125,5953,1608,11334
5825,5821,3934,11349
4730,8203,11409,11350
5051,2978,3618,11354
5682,5953,3507,11358
6872,8462,6764,11365
6854,5423,10882,11369
4142,8203,761,11371
5535,11061,10880,11372
4667,870,4730,11374
4730,1404,3917,11378
9157,8451,3530,11379
9157,8451,6193,11380
5254,1675,9500,11381
6180,5780,4851,11382
11413,8451,6268,11385
10102,4808,4013,11392
6872,6854,6764,11399
9157,5953,3895,11401
4109,5821,3507,11414
8601,5953,5586,11418
5682,8203,5088,11422
714,8068,591,11423
9157,6190,3358,11435
5254,1675,8476,11439
3904,870,5645,11444
5682,8203,482,11448
6365,3921,4236,11450
4474,1675,9497,11453
