title,manufacturer,price
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.6458
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.0797
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.3526
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 4.1534
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.9178
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.2562
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.5575
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.1545
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.3251
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.4873
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.2790
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.5040
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 4.2802
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 5.3400
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.4610
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.4322
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.0952
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.4953
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0.6271
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0.6271
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0.6271
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.4500
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.2006
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.5499
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.5017
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.9013
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.1908
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.7185
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.0129
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.3767
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0.5924
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0.5924
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0.5924
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.5953
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 5.7422
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.9282
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.5635
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.3068
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.1217
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 5.1078
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 5.8162
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 5.0007
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.5128
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.2386
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.5923
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.3554
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.4915
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.4194
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 4.2018
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.9759
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.9707
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0.5702
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0.5702
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0.5702
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.3791
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.0129
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.4429
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 5.1362
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 5.9421
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 5.1164
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.7038
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.0484
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.3706
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 5.3393
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 6.0231
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 5.8449
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.6326
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.1427
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.3675
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.6054
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.4403
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.2128
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.5472
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.2752
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.1391
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.2564
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.7984
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.0214
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.4600
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.2027
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.5632
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.8321
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.3855
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.5760
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.6839
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.0513
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.3271
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.7462
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.0843
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.3997
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0.7129
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.2450
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0.7129
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0.5283
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0.5283
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0.5283
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
