title,manufacturer,price,SampleID
9397,4287,1789,11407
7145,3363,335,11563
8792,702,3004,10377
6807,7407,7335,9432
5825,10583,3925,10425
2543,7041,7564,9894
2476,8575,740,11148
9133,7041,11127,10577
2170,10137,8074,11287
11003,1977,947,11612
5406,8377,5326,9969
183,4822,781,9508
582,7790,3925,10209
1165,768,4251,10195
4545,7041,1980,9430
6571,1050,6842,10166
10585,7041,1980,9975
6341,7488,1626,9949
306,10240,11041,10589
8797,7740,10137,11584
10971,3789,4763,11150
11036,3337,10348,10070
7071,3165,3568,10282
3497,2636,6062,10723
9428,2652,11197,10821
4696,4650,10109,9592
3983,264,8474,9486
9428,2643,535,9739
1709,475,4770,9645
1687,4428,4111,10923
11434,2407,5498,10724
8765,1440,11481,10978
9112,7041,9382,10294
7793,10595,3602,9507
1674,3461,11308,10051
8899,1440,3925,9874
2411,4287,10591,9891
11024,5884,9512,10926
2375,7185,9728,9672
10608,9553,4119,10517
4261,5646,4622,11227
7960,186,1921,9453
8626,3165,2381,9982
7925,1050,2132,11034
6229,1440,7564,10063
2929,8377,1644,10087
1199,7041,3925,11403
6820,1599,881,10889
1068,3337,6125,11286
10434,4462,8022,11466
2296,10137,8022,10547
4072,7041,4766,10674
3954,7324,5231,9411
10349,3337,8169,10779
7377,1440,3925,11349
6435,3165,317,11444
10858,2105,8474,11404
5386,4650,7804,9963
7569,3165,4952,10684
2476,2194,7781,10809
8,8706,3911,11430
2939,4650,70,10206
109,4650,5406,11032
4075,3158,9671,10491
11389,7041,10594,9545
4829,10802,6839,9990
8211,3086,2851,10067
2375,3175,2308,11483
5928,7041,2782,10311
3177,10802,10428,10781
10594,4822,3925,11325
6410,1440,3925,9580
11386,7233,2643,10310
8353,9607,1789,9991
5927,10508,7164,11004
680,3337,3237,10375
6131,186,317,10178
7482,3337,183,10057
10631,7965,2519,10703
2223,3789,6759,10630
10639,10331,4126,11160
10594,7041,2612,11092
9112,11066,10348,10603
1722,3165,3101,9477
8089,3337,3622,11237
3950,10595,11308,10942
11386,1440,3925,10624
2370,7181,8119,9944
968,9710,10255,9824
4515,11029,689,11292
4993,2652,2383,11564
11366,5679,1760,9571
11000,614,4905,10843
7425,3363,8479,10999
1740,4125,9629,9694
4187,7041,5363,9897
5518,3030,8775,11540
10331,8374,1269,9513
7804,5973,4217,10163
10391,6026,8517,10049
5248,8703,5507,9561
7306,6161,5785,11512
8462,3860,8721,10970
9686,10987,8072,11216
2449,10508,11481,11558
5110,1599,4842,11335
1053,9553,4709,10120
999,3337,6378,9885
10681,6205,6766,9767
5186,1440,1980,10667
5110,7407,7884,9624
9871,3165,93,10954
10541,3440,8355,10692
1440,4650,9915,9459
4178,7233,7746,9722
10391,6026,8517,11529
4060,1563,9586,10463
1051,7041,1980,10806
2790,2656,7668,10381
1951,4287,3925,9496
7259,11297,11429,10719
4126,9607,4235,9526
6673,3165,8946,10529
10711,3785,10348,9974
5949,3165,93,9567
306,10508,595,10437
5196,7185,3480,9400
8899,10508,8167,9563
5058,7324,2068,10169
11036,7041,10348,10519
2088,4650,6668,10448
11437,7041,5541,11372
11212,3337,3614,10851
1353,5393,3925,9741
8785,3337,8517,11490
7185,9167,11481,11591
4023,2652,8915,10223
2755,4650,684,10388
5823,3337,3237,9900
6504,1439,5631,10113
735,7041,6497,11001
4905,702,10193,9964
8261,3337,1731,9978
7249,4822,8946,10635
8474,7041,1980,11642
6520,8236,10441,10476
127,3165,2381,9695
7387,6341,2612,10803
2120,3337,8479,11569
9133,3785,6001,9993
2972,4775,7025,10408
3778,1060,2355,11380
595,4822,641,9426
3329,10508,8613,9602
949,9167,8717,11588
3713,3337,881,10877
7304,4379,1267,9422
10912,6026,6093,9818
5485,3337,5153,11168
5284,4650,11616,9517
7016,7041,2148,10402
1637,8374,5748,10920
1536,10240,8650,11119
3418,3165,10109,10758
2543,7041,2612,9756
8996,2671,4139,10729
4415,3337,4553,9440
91,4650,3007,11132
10541,3030,4217,9771
9744,10508,2070,10445
4515,11029,3076,10736
6457,10757,6545,9854
4165,2632,7335,10414
9995,9607,4195,11329
9758,4125,540,10545
582,7041,4763,10439
11035,10802,7680,11645
175,10137,1429,10352
11143,5382,241,9515
5408,10508,3925,10985
960,10935,2662,9775
4775,8575,5237,10753
1199,7041,10747,9863
3188,10137,10001,10397
1786,10802,594,11458
10808,2643,9912,11248
2543,7041,10348,11282
6302,1440,9755,10844
7759,1655,7185,11519
8720,9607,1983,9823
4613,6205,11481,10117
8626,6007,6093,10332
110,9543,4066,10693
11436,6205,4911,11263
9112,7041,10348,10637
8758,1655,4511,9708
9133,10583,11600,11450
582,7041,127,10526
997,7041,2474,10276
2302,1147,3409,11375
4072,7041,2194,11231
4933,1341,10960,9569
10197,7041,6497,9393
9093,4822,2988,10901
10971,3337,3620,9593
2725,3337,3237,10678
5767,10513,1283,10343
1279,6208,8650,9591
567,768,241,9696
2087,7965,7668,9588
923,5378,7733,9723
11275,3165,9907,10167
9839,614,1783,11117
10337,10513,4638,11586
10582,11297,7089,11472
5763,3337,2503,10155
10037,702,11096,10480
4276,3363,8889,11497
9112,7041,8394,10112
1379,702,5426,11415
201,1600,3153,9549
306,10240,1370,11652
5452,9167,8946,11382
433,13,10764,10861
3849,10508,7564,11200
5498,6161,2170,11055
2846,3337,3925,11299
6655,3789,1707,10323
318,3363,8473,10996
6757,7041,335,10368
9112,10508,11197,10089
735,7041,6497,10849
5408,6341,5710,10997
1986,62,5182,10677
