title,manufacturer,price,SampleID
4837,515,8556,10310
10854,9100,9966,10843
1347,9143,1741,10113
4594,10681,5143,9969
3412,8207,515,9723
424,5115,7875,10223
8734,1383,10454,11540
3426,10810,10682,10723
9838,1926,2403,10861
2194,1464,2112,11282
821,3440,8677,11335
2946,1383,515,9771
3156,3713,2122,11237
9151,5360,8358,9854
8329,6856,5832,10408
3564,6844,7680,9824
3858,7377,515,9696
11378,3079,5992,9477
6139,1464,696,10849
10406,1648,1036,9508
1510,3713,3259,10779
635,3440,2403,11404
10280,2344,3666,9593
622,3440,2474,10276
2907,8556,8158,10206
6132,4616,8805,10724
6584,8556,2632,10388
6173,1541,6803,11227
4639,2763,2102,11216
6126,3079,3709,10758
3079,1464,696,11001
11359,2344,2527,10377
3261,3079,8987,9567
6121,7520,3760,10997
10905,515,6981,11458
5522,1464,7305,9756
6039,4714,6144,9672
11060,3079,8987,10954
9740,3079,2612,10684
3531,8556,8896,10120
9967,8556,4799,11032
422,515,5966,10677
5054,6120,6871,11119
10992,4455,5785,11512
1049,1648,515,10089
622,11518,949,10439
11018,1285,4053,9591
622,5115,3628,11200
712,8556,10631,11584
1210,3440,3429,11564
10441,8556,3081,10448
7550,6125,10786,11148
7596,1464,2884,9894
5485,10595,515,10942
9902,603,6527,10063
5369,8556,5411,11519
2992,8556,8597,9561
10301,5115,2403,9486
11412,3440,629,11403
518,3894,9586,10463
8919,182,797,9549
10290,4272,4799,10445
10874,3440,8677,10547
2992,8101,9707,9993
8899,3713,9434,9580
8912,9100,4847,11117
9936,7377,4402,10414
3494,515,7158,11529
5402,7580,7595,10693
7927,515,4423,9767
3942,6125,6754,10809
4156,5115,8996,11299
121,603,8355,10692
9842,5115,11018,9507
8413,7377,1667,10476
11412,2763,9017,10209
7374,8556,6347,10736
7082,5115,4705,11004
2426,949,3811,9569
9711,8556,6067,9775
5232,5280,10764,10999
1405,6150,9687,9694
5387,182,10483,9432
4631,8556,8987,11558
4557,2344,11137,9440
10884,8556,8854,9963
3719,3713,8281,10057
8973,1464,949,10294
1484,515,2950,10323
10979,603,3776,9411
10490,3079,11210,10529
7640,3440,1137,11563
3494,515,7158,10049
4571,1383,515,10821
1839,8101,8120,10517
8949,3079,9047,9982
9995,515,3009,9588
2687,5733,10454,9897
9586,9642,8677,9602
11033,4714,11619,9563
4579,515,1802,10635
11543,5115,3628,11168
2729,515,1081,10603
2156,1114,10646,10491
5790,3713,328,9885
4329,3738,1137,10402
8613,3079,9047,9695
4659,4714,9811,9400
7267,10681,4423,10087
4771,7539,3721,10630
622,5115,5603,10851
7750,7539,11618,10117
7032,8207,4262,11325
501,6542,4122,11645
2132,5733,10001,10877
9505,3079,10224,10397
63,2344,515,10070
3291,8556,3709,9592
7162,5115,4718,10155
9984,3713,10764,11569
3308,10935,515,11466
9119,3894,4278,11248
8001,949,10224,11415
9251,3440,5357,10624
7530,7539,5759,9624
3274,5115,8677,9874
622,603,9707,9949
2946,8556,7852,9708
10046,7377,3652,10195
9112,603,9179,11483
4923,8523,8143,9430
7418,3440,2403,9515
4842,3440,3118,11375
9641,5115,8677,10163
7751,5267,4420,9496
3253,931,7162,9722
5483,7520,9610,10637
745,9638,10268,10978
4436,7539,6509,9545
1033,1464,9765,10577
6644,7520,10685,11329
4557,6849,2403,10996
10290,3079,8842,10368
10280,7377,898,10112
10560,8499,11619,10545
11412,7520,9924,9863
660,3738,1054,9645
7497,11518,4320,9393
7017,5733,6125,9741
4492,2344,8560,10480
3086,8499,1466,9739
1581,6277,6773,11450
6119,515,9979,9990
753,515,5992,10781
6359,182,1144,9944
5054,1466,2935,10178
5129,7520,9085,9526
2176,7539,7348,10674
8132,5115,5759,11034
9528,1464,1944,11642
9505,3713,7410,11286
4249,6150,6306,10343
313,5280,515,11497
4577,1464,2403,10051
8357,3713,6065,11490
8458,5115,5862,9964
761,5882,3307,10425
11142,1464,31,11472
6411,1464,240,10719
847,515,10680,10067
3543,515,296,11612
4993,515,515,11263
10317,1111,5776,11160
310,3713,6065,10375
203,7794,4216,9513
622,3440,6509,10519
862,6150,6230,11586
7938,169,4007,11380
2805,4277,8724,9426
9123,8499,3009,10381
8001,5946,9555,10332
5439,3440,2111,10526
10261,7520,5784,9823
11033,3079,9074,10282
8082,1285,1134,10753
8394,8207,1185,10901
9464,3440,8996,9571
622,5115,7650,11349
622,3440,3721,10806
5337,8556,1708,11292
11131,3079,6609,11444
9140,3713,6065,10678
4297,3440,5334,10589
3719,3713,8452,10844
4525,4095,8514,11231
2176,8523,1620,10920
6825,8458,6647,11055
635,8001,678,10923
1323,1464,31,9975
7694,7520,898,10803
9236,5115,2403,10703
4278,603,2403,9978
3156,3713,6065,9900
11412,3440,6509,11652
10261,10916,461,11430
7694,10935,4239,11591
11526,515,7328,9818
11438,1464,4898,11372
8801,1466,392,9453
11033,7520,8791,9991
3421,11155,4415,9422
11429,8556,3066,9517
8213,10935,11060,10352
184,6253,11344,10729
9142,7794,4216,10167
5337,7539,11124,11150
8158,5280,4687,11588
3337,8556,11601,9459
299,7377,4402,11092
11631,949,2612,10889
6827,5267,9774,11382
9166,603,2068,10169
10707,4272,4485,10437
2992,8556,8005,11407
3086,8556,6300,11132
3587,1464,10055,10926
5606,5115,2403,9974
2612,8556,1234,9891
3274,3440,8677,10985
10737,4856,7750,10970
2316,8556,846,10166
10992,5115,6135,11287
5817,5267,5447,10311
5439,603,2608,10667
