title,manufacturer,price,SampleID
3558,2705,3565,10383
9032,4470,3565,11289
10693,4470,4899,10462
5259,4470,1822,10887
1225,11055,3977,9837
4780,1313,3565,10500
8348,1909,11645,10316
4509,4470,726,10672
1041,1911,9963,11330
5700,6994,7238,10860
2954,1034,11512,10495
4780,4470,9963,11084
4780,1034,8642,9476
8771,11055,3565,9733
4780,1034,10332,10078
3802,6143,8598,10796
8520,1258,9963,9427
4780,4470,5578,11213
6406,7001,1547,9431
4308,1909,3565,10079
11512,6994,8781,10084
3558,5994,2110,10257
8771,1034,10388,9685
4480,4470,1845,9896
1225,1034,3565,10341
5625,5994,4841,10864
2954,4470,53,10558
2870,1313,5611,11368
3842,1909,2711,10646
6821,1313,6021,10525
9990,1034,3565,10106
11512,4470,5463,10925
2954,2204,2330,10607
2761,1003,3379,10022
4780,1034,1822,11085
4862,4470,1845,10644
4197,2204,4123,10357
4780,2705,236,10698
1225,4470,2711,11140
5700,11375,1863,11236
11512,2204,5463,10759
2761,2705,1822,10540
4780,1909,5247,10175
3040,7584,10920,9793
5130,11055,1925,9792
2954,1911,10723,11203
11512,4470,8520,9636
3558,4470,8781,10616
4780,1034,1772,9755
1041,132,9963,9996
11512,4470,7577,10891
2979,1313,53,9764
2172,2705,10577,11175
10692,9591,4787,10014
204,1034,225,10134
1096,4470,4841,9618
4780,6034,509,11123
1524,2204,8771,10364
2663,1034,3565,10274
2970,6994,4527,10890
9990,1909,8971,11502
10402,1034,7317,11260
9944,4470,4202,10873
4780,4470,6502,9933
2954,2705,6075,10940
1105,2032,2305,10827
823,132,10736,10345
2737,1258,3565,11170
4780,4470,8417,10203
5700,4470,5611,10613
3802,1313,2380,10979
2954,1034,5611,10336
9990,10545,9722,10614
4780,4470,7354,10675
4137,1909,2161,9403
4780,11055,3565,11334
10120,4470,10323,11025
5225,1354,53,11296
2954,4470,1822,11574
9944,4470,3565,9928
4308,2705,9184,10869
11512,2032,8330,10305
2954,7009,5463,11500
4780,1034,4494,11281
2862,4470,726,11365
2954,1911,1822,10700
3558,11055,7057,10205
4948,1911,8338,10068
2891,4470,4873,11171
1752,1313,10736,10990
1555,4470,6502,10302
5700,6994,5611,10754
8488,3774,1822,10202
6424,9591,10723,10539
4780,4470,5463,10225
2954,4470,5092,9698
5700,4470,3977,11005
9696,1258,4948,10186
8348,1909,3565,10446
5889,3367,5578,10813
11150,2204,5611,9373
1225,2705,3565,10196
8972,1034,726,11051
10112,6143,8869,11531
1871,1909,5611,10711
4780,4470,53,9984
6424,1911,1822,10156
1577,3513,8642,10066
4780,1313,3565,10743
11287,2204,9863,10438
1225,1909,10637,11491
4780,4470,3565,9699
2489,1313,5648,11532
4784,11055,7317,11033
2891,1911,1822,11105
3014,3367,6837,10937
5263,9591,909,10708
10049,1034,11382,10895
4308,2705,53,9913
2954,4470,9963,11644
4780,1034,3565,11554
9645,1909,1954,10969
4780,4470,4202,10941
4780,10729,10637,10789
4780,1034,3565,10181
11150,1034,11483,9574
11540,4470,8900,10567
3737,11645,2711,10450
