title,manufacturer,price,SampleID
4923,5658,8143,9430
7938,9983,4007,11380
11631,1415,2612,10889
3156,8996,3933,11237
2176,3960,4131,10674
1049,3406,5658,10089
10979,9174,3776,9411
7583,10826,3425,11032
5485,7692,5658,10942
4297,3960,5334,10589
9984,8996,10764,11569
5439,3960,6289,10526
2805,1127,8724,9426
8001,2539,9555,10332
7374,9878,6347,10736
3531,10826,8896,10120
11543,3960,3628,11168
8674,3522,4122,11645
862,2883,6230,11586
622,3960,7650,11349
4577,1114,2403,10051
2992,10826,10835,11407
11425,8874,7875,10223
7032,10202,4262,11325
3765,73,3127,9991
7550,7611,9857,11148
10290,6505,8842,10368
11412,9787,1298,9863
10992,3960,9415,11287
2426,1415,3811,9569
8413,6135,1083,10476
9505,3079,4555,10397
203,9689,4216,9513
9140,8996,6065,10678
6132,4681,8805,10724
2132,10318,10001,10877
5483,9787,9610,10637
3086,4821,1466,9739
4631,10826,8987,11558
9166,9174,2068,10169
622,3960,3628,11200
8801,138,392,9453
5845,8984,11367,10377
7497,5228,4320,9393
6411,1328,240,10719
7017,9151,6125,9741
3564,9883,7680,9824
11412,4178,8677,11335
9838,1458,2403,10861
10707,3627,5544,10437
10280,9980,3666,9593
9947,5834,2403,11450
8001,5123,4555,11415
622,9174,9707,9949
7927,8874,4423,9767
10280,6135,898,10112
10441,6552,8380,10448
313,5174,5658,11497
4571,2570,5658,10821
10261,73,5784,9823
4594,10179,5143,9969
9464,1782,8996,9571
7640,3960,1137,11563
518,7025,9586,10463
1484,2940,2950,10323
9711,9878,6067,9775
11412,3960,542,11652
11033,8403,11619,9563
3494,10663,3939,11529
11378,6505,5992,9477
8394,10202,1185,10901
6039,8403,6144,9672
9251,3960,730,10624
5402,4178,7595,10693
4639,10562,2102,11216
3719,8996,9237,10057
9505,8996,3508,11286
10490,6505,11210,10529
11374,3960,11365,9964
7694,5983,7010,11591
3291,10826,3709,9592
7750,10794,1200,10117
9936,6135,4402,10414
622,3960,542,10519
3858,6135,5658,9696
8949,6505,9047,9982
4993,8874,5658,11263
11018,7692,4053,9591
7287,8984,8677,10070
8124,1285,1134,10753
3253,9174,9172,9722
3201,9878,8597,9561
2992,4573,9707,9993
10992,4455,5785,11512
5790,8996,4346,9885
4771,3960,3721,10630
6359,182,1144,9944
1210,3960,3429,11564
5337,3960,3487,11150
8973,4254,4817,10294
8935,8798,3307,10425
7267,10179,4423,10087
3337,5983,11601,9459
1918,1285,6189,11055
2687,9151,7218,9897
8899,8996,9434,9580
3412,10202,5658,9723
11060,6505,8987,10954
8132,3960,8948,11034
1347,7361,1741,10113
6644,73,10685,11329
5387,3035,10483,9432
4557,3960,2403,10996
10290,3627,3425,10445
2946,2570,5658,9771
5054,138,2935,10178
5337,9878,1708,11292
10234,10464,2203,10063
660,2404,1054,9645
11033,4254,8026,10282
3086,6552,9428,11132
3421,10202,2869,9422
5369,6552,5411,11519
4329,926,1137,10402
10874,3960,8677,10547
7596,5228,2884,9894
4837,8874,8556,10310
745,603,10268,10978
8613,3079,9047,9695
5817,9883,5447,10311
9112,9174,9179,11483
2612,6681,1234,9891
10046,6135,3652,10195
5522,5228,5929,9756
8357,785,6065,11490
1323,5228,31,9975
9586,1606,8677,9602
7530,7539,8948,9624
3942,9931,2053,10809
6126,3079,3709,10758
3494,5658,3939,10049
4525,5550,8514,11231
11412,1193,9017,10209
10905,5658,6981,11458
9740,3079,2612,10684
9641,3960,8677,10163
3543,5658,3294,11612
4249,5818,9721,10343
635,3855,2403,11404
2946,6552,7852,9708
7751,3855,4420,9496
1510,785,3259,10779
10884,6552,8854,9963
11526,5658,7328,9818
9142,7794,4216,10167
5439,9174,9612,10667
3274,3960,8677,10985
7162,3960,4718,10155
8912,2021,4847,11117
11412,5658,629,11403
2176,5658,1620,10920
5606,3960,2403,9974
6584,10826,2632,10388
2194,5228,2112,11282
11429,10826,3066,9517
4579,5658,1802,10635
8734,5658,7218,11540
622,4277,4817,10439
310,785,6065,10375
6121,3264,9001,10997
622,3960,2474,10276
6119,5658,9979,9990
10406,3406,1036,9508
7694,3264,898,10803
10737,9839,7750,10970
8329,2377,2356,10408
3156,785,6065,9900
9236,3960,2403,10703
8158,9219,4687,11588
2729,5658,1081,10603
11142,1328,31,11472
1405,5818,539,9694
8919,182,797,9549
10560,8499,11619,10545
121,9174,7429,10692
4492,4850,8560,10480
3719,785,8452,10844
3426,5569,6494,10723
5054,9883,6871,11119
9528,5228,1944,11642
3274,7539,8677,9874
2907,6552,8207,10206
10854,2021,9966,10843
2156,4178,3084,10491
299,6135,4402,11092
422,5658,5966,10677
11131,3079,6609,11444
4557,4850,11137,9440
4659,8403,8799,9400
184,8984,4139,10729
6827,7021,9774,11382
712,10826,4497,11584
5232,9219,10764,10999
4436,7539,542,9545
4842,3960,10657,11375
6139,5228,696,10849
622,3960,5603,10851
8213,5983,11060,10352
2316,10826,846,10166
9119,10796,4278,11248
11438,5228,4644,11372
3079,5228,696,11001
4156,3960,8996,11299
1033,5228,9765,10577
5129,3264,9085,9526
10317,9151,5776,11160
3261,3079,8987,9567
7418,3960,2403,9515
9920,5658,10680,10067
3587,5228,10055,10926
10301,3960,2403,9486
9995,5658,3009,9588
635,5969,678,10923
9037,3960,11018,9507
3308,5983,5658,11466
622,3960,3721,10806
753,5658,5992,10781
6173,1541,6803,11227
10261,9151,461,11430
4278,9174,2403,9978
9151,5360,8358,9854
7082,3960,4705,11004
1839,1328,8120,10517
9123,8499,3009,10381
