title,manufacturer,price
"Variable containing:
 3.4789
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4906
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4844
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.4681
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4802
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4859
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.5744
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.5817
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.1208
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.3565
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.8927
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.3578
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.5983
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 4.1690
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.6147
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.3176
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.3431
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.3206
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.6981
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.7239
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.7204
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.8322
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.9796
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.4048
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.8919
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.9281
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.8933
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.7647
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.9010
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.3113
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.9770
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4933
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4916
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.4929
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.5180
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4832
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.8955
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.9396
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.9073
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.4780
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4934
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4921
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.7252
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.2497
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.7239
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.9306
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4707
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4977
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.1928
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.2799
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.7171
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.9141
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.5536
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.5486
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 1.1645
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.7281
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 1.1912
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 0
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.5275
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.5567
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.5437
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.3942
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.9284
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.9027
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.8434
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.8482
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.8614
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 2.2753
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.3278
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 2.2824
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
"Variable containing:
 3.4764
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4889
[torch.cuda.FloatTensor of size 1 (GPU 0)]
","Variable containing:
 3.4832
[torch.cuda.FloatTensor of size 1 (GPU 0)]
"
