title,manufacturer,price,SampleID
1752,3151,3275,10042
3565,2980,6621,10590
827,802,258,11277
5359,4302,3245,10857
3513,3436,1553,9940
3286,6821,1038,11456
5463,5766,5745,10083
2891,4302,4632,10567
3565,3436,2457,10538
4509,3151,4302,9472
5835,1993,5704,9807
5527,1097,4632,10902
1704,802,4308,10114
4372,3436,2457,11340
6713,3436,1941,10234
5125,3436,2457,10847
731,5766,4780,10096
2891,1911,2215,9369
6395,4302,6528,9374
3822,4873,1463,10555
3275,1993,3774,10838
4632,726,1225,10337
3255,3151,3266,9746
3383,726,5792,10935
586,4012,4447,11358
5591,911,5295,9558
292,5068,6528,10656
731,4302,4780,10964
5527,1097,6009,10727
6034,4302,794,11135
2161,5068,3245,10435
2990,522,5314,9792
5487,911,5745,9789
2204,2032,5699,10320
4713,726,5478,11265
2891,4302,1713,10214
969,522,425,11433
46,522,5259,9777
766,3436,5259,9544
1029,5777,1480,9417
289,4302,3737,11084
289,3246,5162,10661
3286,3151,1941,10903
2891,3436,3245,9481
1422,418,6590,11526
6374,5777,3748,9996
6607,5766,3157,11474
708,3436,1038,11224
3555,5994,2980,11172
5367,5657,5091,9599
731,3151,5745,10694
6270,3436,5227,11037
2891,5994,5745,10592
6374,522,3245,9943
5265,6821,2457,9718
3845,4302,4302,9705
5281,726,693,11232
2891,4302,4780,10058
648,6821,5295,9482
3771,5766,5745,10631
2460,3151,2457,9535
6395,3246,4780,11267
4632,1911,2457,10205
2891,4302,2457,11461
1553,2032,4490,11066
3643,1097,4780,10706
3289,4302,3245,11141
2646,3555,5265,10916
1494,1097,1713,9620
5527,3436,3245,10076
586,4302,794,10275
766,6821,6590,9414
292,418,3245,9499
289,1097,5745,10975
5844,6821,2457,11635
2990,3151,5745,11571
731,2032,6590,9678
2891,5994,6590,9849
6590,2954,2457,9669
1943,5994,4302,11079
648,3436,3245,9780
2870,2032,3732,9570
731,4470,3774,11047
4768,3151,2457,10784
6345,2032,2215,9958
2891,3513,2980,9957
717,3436,3774,9500
4207,2032,1713,9425
5975,3436,3246,11206
1422,3436,2457,10833
6374,911,3573,11594
6812,911,3888,9619
3041,3910,2119,10358
5844,6821,5745,10317
731,5704,1300,10977
289,3436,5247,9929
4207,4302,5162,10399
2891,642,2099,9931
108,6143,4238,9787
2990,3246,4632,10509
6412,522,2099,9812
