Rel-Son,Rel-Art,Rel-Alb,Rel-Gen,Rel-Pri,Rel-Cop,Rel-Tim
1.0940258502960205,2.047957420349121,1.4370847940444946,2.2705183029174805,1.418022632598877,2.261798620223999,1.0167534351348877
2.8091015815734863,6.758223056793213,3.0534300804138184,7.101587772369385,3.2719502449035645,6.538693428039551,2.6619791984558105
7.5262227058410645,9.407233238220215,8.254209518432617,9.464275360107422,8.675636291503906,9.049518585205078,7.36544132232666
5.961196422576904,8.038797378540039,6.7513813972473145,8.221444129943848,7.456955909729004,7.7818098068237305,5.225894451141357
1.8389902114868164,3.0301737785339355,2.225405216217041,3.266195774078369,2.408639907836914,3.1540398597717285,1.8247827291488647
0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.885040283203125,7.211421012878418,5.844651222229004,7.435011863708496,6.3257737159729,6.968611717224121,4.372623443603516
1.4399516582489014,2.63451886177063,1.7885204553604126,2.8665101528167725,1.8737748861312866,2.830800771713257,1.439208984375
4.9982380867004395,7.335491180419922,5.971955299377441,7.541751384735107,6.482929229736328,7.05366325378418,4.592255115509033
1.6046868562698364,2.6842434406280518,1.9835143089294434,2.923478603363037,2.0067973136901855,2.7806553840637207,1.4785535335540771
1.6920132637023926,2.819713830947876,2.1092722415924072,3.108630418777466,2.1465463638305664,2.8968873023986816,1.5304443836212158
2.2301414012908936,3.330989360809326,2.5616416931152344,3.4954497814178467,2.817898988723755,3.3342721462249756,2.2234647274017334
1.3891408443450928,2.5842926502227783,1.8201032876968384,2.9104347229003906,1.7709715366363525,2.6628942489624023,1.2345227003097534
2.9047744274139404,7.173999309539795,5.195644855499268,7.644489765167236,5.2467169761657715,6.83380126953125,2.819485902786255
2.2970986366271973,3.2043380737304688,2.586296796798706,3.3974859714508057,2.643488645553589,3.1440093517303467,2.0646703243255615
1.819923758506775,3.2409629821777344,2.311649799346924,3.5826587677001953,2.4622089862823486,3.2749180793762207,1.7332231998443604
2.7492666244506836,6.7679362297058105,4.523192405700684,7.6400909423828125,4.806917190551758,6.642543315887451,2.5719566345214844
2.017508029937744,3.2688958644866943,2.401653289794922,3.507293224334717,2.6428701877593994,3.3410720825195312,2.014991283416748
2.1271839141845703,5.445353031158447,2.5360124111175537,6.3326096534729,2.790468692779541,5.6966681480407715,1.9803833961486816
2.451956033706665,5.940526962280273,2.787449359893799,6.756642818450928,3.083601713180542,6.186983108520508,2.3571670055389404
2.737504720687866,6.547572612762451,5.050964832305908,6.955442905426025,3.1202385425567627,6.426002502441406,2.58634090423584
7.37890100479126,8.905813217163086,7.990593433380127,8.991233825683594,8.510921478271484,8.698689460754395,7.291581153869629
1.0508018732070923,1.9676921367645264,1.349134087562561,2.127437114715576,1.393097162246704,2.236976146697998,1.0290207862854004
6.778590202331543,8.55143928527832,7.4057393074035645,8.700582504272461,8.21174430847168,8.330747604370117,6.530586242675781
1.5411314964294434,2.6323273181915283,1.9393373727798462,2.9307117462158203,1.9702472686767578,2.793593645095825,1.4336405992507935
1.29883873462677,2.5145959854125977,1.6488392353057861,2.739046573638916,1.7694618701934814,2.7635483741760254,1.314799427986145
1.0193248987197876,1.925510048866272,1.3346278667449951,2.132828950881958,1.3132319450378418,2.1524624824523926,0.9464160799980164
5.318013668060303,8.465505599975586,6.606110572814941,8.66174030303955,7.597476959228516,8.116972923278809,5.2294182777404785
1.054376482963562,1.8969664573669434,1.3738971948623657,2.0889859199523926,1.317247986793518,2.10676908493042,0.9637688994407654
1.266265869140625,2.3599627017974854,1.6156005859375,2.5783772468566895,1.6870933771133423,2.6185598373413086,1.2727947235107422
1.0918668508529663,1.9679007530212402,1.3985823392868042,2.1451828479766846,1.362385630607605,2.191516160964966,1.0155394077301025
2.982283115386963,7.439877033233643,4.913423538208008,7.954407215118408,5.272264003753662,7.074213981628418,2.860388994216919
1.0185012817382812,2.0692596435546875,1.310076117515564,2.2481536865234375,1.3627504110336304,2.325265884399414,1.007978081703186
4.279689311981201,7.742674350738525,5.692045211791992,8.069535255432129,6.563070297241211,7.213616371154785,3.9529526233673096
1.033980131149292,1.923219919204712,1.3549638986587524,2.1252193450927734,1.3234374523162842,2.1488630771636963,0.9555755853652954
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2311863899230957,3.2961111068725586,2.558396577835083,3.51273775100708,2.741313934326172,3.1850321292877197,2.043402671813965
2.52609920501709,3.429744005203247,2.804065465927124,3.5946948528289795,3.047997236251831,3.3348207473754883,2.3519413471221924
2.359382152557373,3.393826484680176,2.644813060760498,3.546635866165161,2.87485408782959,3.3358914852142334,2.285939931869507
1.4403167963027954,2.2955029010772705,1.7590272426605225,2.520502805709839,1.6827706098556519,2.385960817337036,1.240293264389038
1.7438050508499146,2.959378957748413,2.131791353225708,3.1998538970947266,2.3166794776916504,3.1107683181762695,1.7749178409576416
1.84573495388031,3.2709991931915283,2.3065683841705322,5.8952836990356445,2.496354818344116,5.72868537902832,1.8144830465316772
1.1079797744750977,2.0386416912078857,1.414411187171936,2.215827703475952,1.3893613815307617,2.2568650245666504,1.0533170700073242
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7493064403533936,5.385915756225586,3.438023805618286,5.972437381744385,2.4504897594451904,5.8658366203308105,1.7695093154907227
1.2245410680770874,2.5134034156799316,1.5936477184295654,2.764055013656616,1.5599204301834106,2.628342390060425,1.1376240253448486
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.043366551399231,1.8782641887664795,1.3534985780715942,2.060239791870117,1.3180001974105835,2.0979058742523193,0.9615145325660706
2.093276023864746,3.340299367904663,2.4679064750671387,3.568598985671997,2.743767261505127,3.3676085472106934,2.0873496532440186
4.4800262451171875,7.958640098571777,5.906045436859131,8.25521183013916,7.061119079589844,7.458704948425293,4.14794397354126
2.1708834171295166,2.998520612716675,2.4753432273864746,3.2281875610351562,2.548433542251587,2.9957971572875977,1.92680025100708
1.0351237058639526,1.8690409660339355,1.34185791015625,2.0541787147521973,1.3010916709899902,2.0986433029174805,0.955629289150238
4.494144916534424,7.311781406402588,5.712934494018555,7.551565647125244,6.405788421630859,6.948464393615723,4.1596879959106445
2.2924981117248535,3.475642442703247,2.632385015487671,3.687499523162842,2.9286282062530518,3.44288969039917,2.2517268657684326
4.027255535125732,7.500476360321045,4.972198486328125,8.018467903137207,5.443287372589111,7.245912075042725,3.785940170288086
2.280860424041748,3.346666097640991,2.595417022705078,3.521702289581299,2.8522515296936035,3.354841470718384,2.2550814151763916
5.258368968963623,8.251497268676758,6.48399543762207,8.475563049316406,7.381659984588623,7.743730068206787,4.7540483474731445
4.706853866577148,7.112637042999268,5.609128475189209,7.352243423461914,6.187740325927734,6.910726070404053,3.116304636001587
2.548342704772949,3.29610538482666,2.769792079925537,3.4411368370056152,2.90234112739563,3.2666492462158203,2.368468999862671
2.0438671112060547,3.277383804321289,2.4301083087921143,3.503739833831787,2.6646478176116943,3.330483913421631,2.0379931926727295
1.8267561197280884,3.1569619178771973,2.2771718502044678,3.4664523601531982,2.3910210132598877,5.347080707550049,1.6993457078933716
1.8668999671936035,3.049468517303467,2.270318031311035,3.2933056354522705,2.435375213623047,3.131932020187378,1.8349419832229614
1.9055079221725464,3.216749429702759,2.399061441421509,5.720185279846191,2.571113348007202,5.556737422943115,1.8270004987716675
1.1438804864883423,2.0800557136535645,1.482310175895691,2.331427574157715,1.3950281143188477,2.257601022720337,0.994621217250824
1.870471715927124,3.0403966903686523,2.2471299171447754,3.3381099700927734,2.3635940551757812,3.030602216720581,1.6945995092391968
1.8201724290847778,3.2654709815979004,2.3067402839660645,5.821476936340332,2.562436580657959,5.5243916511535645,1.7754642963409424
1.4800158739089966,2.4245307445526123,1.8495765924453735,2.662203550338745,1.831647276878357,2.5827791690826416,1.3484302759170532
1.4531501531600952,2.767317295074463,1.887927770614624,3.0838193893432617,1.914249300956726,2.9308884143829346,1.3727251291275024
4.091907024383545,7.153887748718262,5.119402885437012,7.637481689453125,5.767003536224365,6.840015888214111,2.8619744777679443
1.4426217079162598,2.464803695678711,1.782694697380066,2.654811143875122,1.8297244310379028,2.648094892501831,1.3953502178192139
2.494425058364868,5.83637809753418,2.803148031234741,6.582638740539551,3.1125175952911377,6.119718074798584,2.407719850540161
1.6011813879013062,2.746736526489258,1.979547142982483,3.0508503913879395,2.0826687812805176,2.895416021347046,1.5253912210464478
5.330006122589111,8.633880615234375,6.869682312011719,8.740291595458984,7.972171306610107,8.067794799804688,4.979091167449951
5.314651012420654,8.336706161499023,6.436671733856201,8.43626880645752,7.575830936431885,7.952284812927246,5.43284273147583
2.280890703201294,5.679253101348877,2.726914405822754,6.611135005950928,3.0008435249328613,6.052553653717041,2.159482002258301
2.6943976879119873,6.744142532348633,4.7867112159729,7.151879787445068,5.151590824127197,6.431097507476807,2.53731632232666
