authors,a1,title,affiliation,proceeding,location,a2,a3,pages,editor,a4,a5,sample_id
6.5595479011535645,12.957584381103516,5.025301933288574,11.401297569274902,8.18929386138916,13.639480590820312,13.870275497436523,9.078100204467773,11.25930404663086,15.902241706848145,15.983247756958008,15.956902503967285,7851
12.90707778930664,14.484140396118164,19.683088302612305,16.21319580078125,11.502361297607422,18.476306915283203,17.719505310058594,12.90684986114502,15.36679744720459,17.51264762878418,16.85710906982422,17.54716682434082,8085
13.131915092468262,16.26458740234375,21.918819427490234,17.87949562072754,13.2970552444458,20.973417282104492,18.83220863342285,14.956783294677734,17.00238037109375,18.60356330871582,16.364349365234375,17.93185043334961,10108
12.392802238464355,16.100191116333008,21.68219566345215,17.759645462036133,13.255254745483398,20.220531463623047,18.901369094848633,14.733540534973145,17.10390853881836,18.45749282836914,16.983692169189453,17.8433837890625,7815
23.46626091003418,15.595622062683105,20.687637329101562,17.1303653717041,13.943934440612793,20.967931747436523,19.539331436157227,15.443219184875488,17.17108726501465,18.527711868286133,17.135032653808594,18.54770851135254,8857
24.110179901123047,16.354534149169922,21.36954116821289,17.15789222717285,17.180950164794922,21.1085205078125,21.131261825561523,17.802967071533203,18.5966796875,18.619237899780273,16.973020553588867,18.005023956298828,9753
24.067758560180664,16.322574615478516,21.654888153076172,17.092878341674805,18.861295700073242,20.085796356201172,19.57209587097168,19.349233627319336,17.851119995117188,17.806751251220703,15.281116485595703,17.71485137939453,9029
6.68551778793335,13.738040924072266,5.149786949157715,12.17259693145752,8.273261070251465,13.286442756652832,13.263179779052734,9.247842788696289,10.74296760559082,16.92742919921875,16.23158073425293,16.24295997619629,10021
10.432443618774414,14.516120910644531,20.589065551757812,16.757970809936523,11.562875747680664,18.398542404174805,17.082504272460938,13.004215240478516,15.243997573852539,16.847429275512695,15.952984809875488,16.765195846557617,8733
21.4677791595459,15.052301406860352,19.79007339477539,15.931316375732422,14.627137184143066,19.09306526184082,18.491470336914062,15.935273170471191,16.099443435668945,16.74074363708496,15.182723045349121,16.64278793334961,9824
