Alb-Son,Alb-Art,Alb-Gen,Alb-Pri,Alb-Cop,Alb-Tim,Alb-Rel
1.8412387371063232,2.411186695098877,2.482295513153076,2.171872138977051,2.42560076713562,1.840179204940796,2.496891498565674
1.963047981262207,2.538705825805664,2.6265060901641846,2.2698962688446045,2.485121011734009,1.8396464586257935,2.5879034996032715
2.484440326690674,2.993983745574951,3.060669422149658,2.7953195571899414,2.9403223991394043,2.37715744972229,3.037141799926758
1.867857813835144,2.3751394748687744,2.4908108711242676,2.1132314205169678,2.380113363265991,1.7011711597442627,2.4332568645477295
1.868955373764038,2.4332451820373535,2.503065347671509,2.1953561305999756,2.4435832500457764,1.8635499477386475,2.515669345855713
2.104790449142456,2.654592275619507,2.721438407897949,2.4041695594787598,2.6249563694000244,2.042889356613159,2.7099950313568115
2.4454848766326904,5.014536380767822,5.229432106018066,2.7037546634674072,5.044323921203613,2.3388731479644775,5.130678176879883
2.625023365020752,4.784139156341553,4.953567028045654,3.032228946685791,4.809316635131836,2.543518304824829,4.957316875457764
1.3043547868728638,1.8138011693954468,1.890914797782898,1.522283911705017,1.8529552221298218,1.223717451095581,1.8906077146530151
0.9174023866653442,1.316142201423645,1.3746885061264038,1.0728429555892944,1.3778769969940186,0.8565731644630432,1.3857172727584839
0.9514464735984802,1.358097791671753,1.4058618545532227,1.1101113557815552,1.4152802228927612,0.9181197285652161,1.427982211112976
1.3166049718856812,1.7827882766723633,1.8758751153945923,1.4704676866531372,1.8139054775238037,1.165210485458374,1.8256349563598633
2.079684019088745,2.6441826820373535,2.7227699756622314,2.4537339210510254,2.6262240409851074,2.038410186767578,2.7181990146636963
5.902369499206543,7.37268590927124,7.4980597496032715,7.163912773132324,7.202084064483643,5.838906288146973,7.4289727210998535
0.8957449793815613,1.2830522060394287,1.323388934135437,1.0781898498535156,1.3477270603179932,0.882419228553772,1.3575557470321655
1.4458004236221313,3.209989070892334,3.3141214847564697,1.787854790687561,3.3296875953674316,1.456356167793274,3.3955764770507812
0.9693812727928162,1.3918654918670654,1.4628469944000244,1.1134833097457886,1.4457505941390991,0.8723164796829224,1.46128511428833
4.804179668426514,6.5966315269470215,6.759523391723633,6.136788845062256,6.476400375366211,4.564226150512695,6.718616485595703
1.3813194036483765,1.908553957939148,2.004441022872925,1.6339136362075806,1.9521372318267822,1.3066060543060303,2.006985902786255
1.5487420558929443,2.1111068725585938,2.193535566329956,1.8570877313613892,2.1496236324310303,1.5290899276733398,2.2151830196380615
1.5213627815246582,2.1587162017822266,2.253887414932251,1.8996849060058594,2.173825263977051,1.492660403251648,2.270730972290039
1.5863749980926514,2.2255303859710693,2.313462018966675,1.936719298362732,2.2473208904266357,1.5673452615737915,2.3282275199890137
1.91904616355896,2.5080983638763428,2.58854341506958,2.2653188705444336,2.499159812927246,1.89519202709198,2.594280481338501
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.562417507171631,5.199504375457764,5.470594882965088,2.92862868309021,5.1388678550720215,2.506208896636963,5.292108535766602
1.7603116035461426,2.3550918102264404,2.433741807937622,2.1065149307250977,2.3679325580596924,1.757272481918335,2.447420120239258
3.98604679107666,5.666902542114258,5.848449230194092,4.99294900894165,5.653262615203857,2.612740993499756,5.797903060913086
2.047577142715454,2.576225757598877,2.6688451766967773,2.275834321975708,2.545686960220337,1.8929882049560547,2.616547107696533
4.468107223510742,6.433330059051514,6.658111095428467,5.896780967712402,6.402366638183594,4.453126907348633,6.634672164916992
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.892718493938446,1.2770878076553345,1.3305951356887817,1.048675775527954,1.3421554565429688,0.8395885229110718,1.3462886810302734
6.543071269989014,8.167325019836426,8.253785133361816,8.036067962646484,7.819625377655029,6.363972187042236,8.226605415344238
2.4295599460601807,3.014918327331543,3.0856640338897705,2.804152727127075,2.9432332515716553,2.3439698219299316,3.069315195083618
2.4652318954467773,4.9253764152526855,5.110827922821045,2.8560850620269775,4.978567123413086,2.35780930519104,5.0723652839660645
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2940528392791748,1.81365168094635,1.875989317893982,1.5646177530288696,1.867673397064209,1.311241626739502,1.915980339050293
4.743622779846191,6.967129230499268,7.137052059173584,6.684381008148193,6.73434591293335,4.645475387573242,7.1015825271606445
2.31949782371521,2.983269691467285,4.464707851409912,2.76525616645813,4.320126056671143,2.249427080154419,3.0504496097564697
0.7669249176979065,1.1310441493988037,1.1762142181396484,0.9151119589805603,1.1851412057876587,0.7344197034835815,1.2024809122085571
1.8882954120635986,2.5732815265655518,2.6628506183624268,2.3201844692230225,2.575258493423462,1.8485543727874756,2.6643524169921875
3.9740710258483887,6.031757354736328,6.213535785675049,5.3088603019714355,5.910577297210693,3.7566559314727783,6.111379146575928
3.997580051422119,5.989401340484619,6.291787624359131,5.484686374664307,5.876280784606934,3.787322998046875,6.170278549194336
2.548525094985962,4.750907897949219,4.970948219299316,4.12443733215332,4.8226318359375,2.4323232173919678,4.963192462921143
1.0750397443771362,1.5508618354797363,1.6226682662963867,1.2977545261383057,1.608770728111267,1.0231484174728394,1.6369187831878662
2.1580419540405273,2.801896095275879,2.8906965255737305,2.5685009956359863,4.097337245941162,2.04252552986145,2.8631696701049805
0.8596322536468506,1.2474339008331299,1.2995874881744385,1.0181976556777954,1.3060592412948608,0.8133867979049683,1.3182263374328613
6.460467338562012,7.801103591918945,7.857099533081055,7.597014427185059,7.580711841583252,6.325222969055176,7.890253067016602
0.9148940443992615,1.3012884855270386,1.3504327535629272,1.062204122543335,1.364831805229187,0.8663782477378845,1.371660828590393
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.418785810470581,1.957047462463379,2.033520221710205,1.6917005777359009,2.0172204971313477,1.3999085426330566,2.0637192726135254
1.4333665370941162,1.9779834747314453,2.07952880859375,1.6838765144348145,1.9984710216522217,1.3269691467285156,2.0595688819885254
2.8649797439575195,5.197375774383545,5.472254276275635,4.494677543640137,5.290013790130615,2.7876665592193604,5.346714973449707
1.1522291898727417,1.6067217588424683,1.6793993711471558,1.3367841243743896,1.6698344945907593,1.0764541625976562,1.681915521621704
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4225022792816162,1.957718014717102,2.0304129123687744,1.715654730796814,2.011223077774048,1.4397265911102295,2.0677356719970703
1.1402816772460938,1.6298450231552124,1.7137482166290283,1.345086932182312,1.683287262916565,1.054534912109375,1.7102835178375244
1.4730290174484253,2.1025941371917725,2.2019834518432617,1.802181363105774,2.1268107891082764,1.4213194847106934,2.2055742740631104
1.6249045133590698,2.201505422592163,2.2776548862457275,1.937808632850647,2.2306900024414062,1.6213816404342651,2.300417423248291
4.228449821472168,6.217169284820557,6.421943187713623,5.603403091430664,6.068833351135254,3.95579195022583,6.350466728210449
2.208807945251465,2.6818175315856934,2.7629523277282715,2.4352781772613525,2.665616750717163,2.078251361846924,2.727020740509033
1.2476202249526978,1.737929344177246,1.8241817951202393,1.4788596630096436,1.7946252822875977,1.1945618391036987,1.840166687965393
