Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released,SampleID
386,405,219,415,181,353,523,229,206
56,405,283,461,261,353,252,229,325
415,405,212,324,261,70,405,373,143
56,7,386,415,181,408,392,229,146
87,405,62,461,261,70,392,229,141
87,405,386,415,461,70,504,373,174
41,505,5,287,261,181,392,229,262
56,405,283,461,261,353,252,229,329
56,405,386,461,181,70,392,373,134
388,213,216,478,261,251,504,373,256
87,405,494,41,261,334,263,229,538
415,405,283,461,261,70,390,373,144
250,505,387,415,261,181,263,229,258
44,405,523,415,261,334,489,229,66
373,405,474,415,261,70,405,229,170
87,405,62,324,261,70,396,229,111
87,7,488,385,181,353,252,229,375
87,405,283,461,181,70,392,373,135
2,463,216,415,181,353,488,229,197
56,405,506,461,261,70,393,229,381
386,260,517,213,181,212,250,520,201
479,405,506,461,261,70,411,229,372
333,505,207,385,261,353,252,229,323
87,67,503,385,461,67,252,229,472
87,405,494,293,261,333,522,229,178
56,405,283,461,261,353,252,229,354
415,7,503,415,461,353,489,229,417
62,405,62,461,183,408,250,229,437
386,405,523,213,181,353,219,229,524
373,7,503,415,181,71,252,229,431
415,7,1,461,181,70,252,229,473
474,405,415,70,181,353,252,229,33
87,405,386,293,181,408,392,373,152
102,405,62,324,261,353,392,229,519
87,505,283,385,261,353,252,229,365
87,405,522,41,183,67,405,505,222
42,405,283,461,181,70,252,229,459
276,7,283,461,261,353,252,229,266
47,505,216,415,181,353,488,229,204
257,67,503,415,181,353,504,229,418
183,405,523,415,181,353,263,229,103
392,67,45,287,261,353,252,229,527
479,405,506,461,183,407,250,505,399
415,7,71,461,261,408,526,373,154
47,505,216,415,181,353,488,229,205
41,67,386,287,261,353,504,229,501
479,405,286,461,261,70,490,229,278
87,7,386,324,261,70,526,373,97
479,405,502,415,181,353,411,229,10
373,405,415,461,261,70,252,229,379
42,7,414,415,181,70,324,373,513
373,7,386,415,181,70,219,373,133
56,405,283,461,261,353,252,229,345
44,7,433,415,181,353,490,229,529
56,67,503,415,181,41,252,229,157
87,405,50,415,461,353,250,229,164
56,405,506,461,261,333,490,505,348
183,405,50,415,181,353,304,229,106
43,7,503,324,181,353,252,229,521
415,405,62,324,261,408,252,373,95
87,405,506,56,183,373,490,482,460
87,405,415,415,461,70,252,229,28
474,7,62,324,461,353,252,229,25
87,405,212,461,261,70,219,373,149
373,407,332,385,181,353,186,229,357
87,405,283,461,261,70,488,229,318
47,67,62,415,261,67,440,229,237
87,495,62,415,181,353,252,229,36
387,8,190,287,181,245,392,373,438
414,405,70,415,261,70,490,229,65
392,67,373,324,261,353,523,229,61
474,503,7,190,181,245,324,502,30
87,405,283,461,261,70,252,229,366
293,67,70,70,181,353,263,229,46
373,408,7,385,461,353,252,229,340
479,405,283,461,261,70,490,229,203
479,495,62,415,461,353,252,373,442
