id1,id2,label
4301,36673,0
4301,31282,0
4301,38300,0
431,34000,0
431,33786,0
431,34342,0
1164,41114,0
1164,31285,0
1164,27519,0
1683,22289,0
1683,13586,0
1683,9508,0
1683,34066,0
1683,47771,0
1683,38300,0
5083,13586,0
5083,14998,0
5083,1878,0
2368,35883,0
2368,36650,0
2368,50547,0
5406,52937,0
5406,7356,0
5406,34343,0
2812,44061,0
2812,44877,0
2812,32639,0
2337,13586,0
2337,34899,0
2337,23781,0
5733,41083,0
5733,50060,0
5733,23727,0
668,27994,0
668,13586,0
668,9508,0
1918,41083,0
1918,31285,0
1918,50063,0
4312,41083,0
4312,28157,0
4312,17215,0
1216,9358,0
1216,1222,0
1216,6230,0
1358,29264,0
1358,44061,0
1358,7926,0
6592,31282,0
6592,35883,0
6592,31285,0
4669,29264,0
4669,17215,0
4669,50063,0
6425,9508,0
6425,1222,0
6425,24620,0
3292,30321,0
3292,38300,0
3292,47893,0
6280,7440,0
6280,50547,0
6280,38375,0
3734,37616,0
3734,47818,0
3734,36650,0
1161,47848,0
1161,47818,0
1161,44698,0
251,27824,0
251,24621,0
251,20279,0
537,31282,0
537,18444,0
537,31287,0
1406,22289,0
1406,27979,0
1406,34883,0
6429,53016,0
6429,34886,0
6429,1878,0
