label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,id
0,microsoft visio standard 2007 version upgrade,microsoft,129.95,adobe cs3 design standard upgrade,,413.99,571#946
0,adobe premiere pro cs3 upgrade,adobe,299.0,adobe cs3 design standard upgrade,,413.99,26#946
0,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,413.99,1174#946
0,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,adobe cs3 design standard upgrade,,413.99,588#946
0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe cs3 design standard upgrade,,413.99,139#946
0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,adobe cs3 design standard upgrade,,413.99,518#946
0,adobe dreamweaver cs3 upgrade,adobe,199.0,adobe cs3 design standard upgrade,,413.99,572#946
0,adobe after effects cs3 upgrade,adobe,299.0,adobe cs3 design standard upgrade,,413.99,592#946
0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,413.99,923#946
0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 design standard upgrade,,413.99,516#946
0,adobe acrobat standard 8.0,adobe,449.99,adobe cs3 design standard upgrade,,413.99,1251#946
0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,413.99,1262#946
0,adobe creative suite cs3 design standard upgrade,adobe,399.0,adobe cs3 design standard upgrade,,413.99,615#946
0,adobe creative suite cs3 web standard upsell,adobe,799.0,adobe cs3 design standard upgrade,,413.99,361#946
0,corel wordperfect office 12 standard upgrade,corel,149.99,adobe cs3 design standard upgrade,,413.99,506#946
0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe cs3 design standard upgrade,,413.99,1322#946
0,state standards grade 6,topics entertainment,29.95,adobe cs3 design standard upgrade,,413.99,298#946
0,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 design standard upgrade,,413.99,1130#946
0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,413.99,543#946
