title,category,brand,modelno,price,SampleID
9818,-1,-1,1226,-1,9335
8578,8437,9637,2240,9686,9808
4962,190,4082,4441,8529,10265
7385,-1,-1,7885,-1,8696
3882,8848,1512,8668,9729,8674
6979,2382,9154,7082,6984,9060
-1,-1,-1,9246,6524,9258
6261,-1,-1,374,-1,10396
10230,6571,5010,8772,407,9604
6777,7679,6639,5143,9755,9678
-1,-1,-1,4311,-1,8832
5807,7416,1859,6899,5083,9007
5516,73,2500,9503,4197,9164
-1,-1,-1,1226,-1,8418
7459,5422,8491,594,8008,9553
553,-1,5002,1259,4263,8487
1404,632,727,164,61,9546
-1,-1,-1,4311,-1,8950
6124,-1,-1,9095,-1,9338
2571,-1,8451,6737,5329,8689
9772,10241,4193,163,3327,8833
6720,3478,10278,2394,630,9638
5788,-1,3062,6737,1654,10198
8490,8474,3231,2531,1471,8823
5704,-1,-1,683,-1,8450
2501,8539,2199,648,7176,10413
6512,3405,3697,4862,1519,10131
114,8467,8638,6302,1640,8600
4506,9408,9,8892,400,8957
-1,-1,-1,7885,-1,9039
-1,-1,-1,7885,-1,9939
3195,2870,7348,2832,3589,8803
1602,-1,-1,2549,-1,10006
3429,-1,-1,2549,-1,8762
3347,-1,3531,7637,2864,9288
-1,-1,-1,9699,-1,9640
6098,-1,-1,7885,-1,8747
1935,-1,-1,4787,416,9464
5652,7053,6004,6010,9365,9429
7232,-1,-1,2303,-1,10013
4828,5621,730,7251,9683,10199
10350,-1,2910,6737,2250,10191
5825,321,7514,3962,6821,9249
5725,-1,-1,1226,-1,8704
9104,1202,7890,9222,4890,8973
4948,-1,-1,7885,-1,9085
-1,-1,-1,7885,-1,9040
69,-1,10386,2556,4399,10264
-1,-1,-1,4787,-1,8439
-1,-1,-1,4787,-1,9606
1572,-1,-1,9095,-1,8613
7114,-1,-1,7885,-1,9851
6520,-1,-1,6737,3754,8444
-1,-1,-1,1322,2780,9933
6518,2291,8889,5165,1361,8682
7165,-1,-1,7637,-1,9267
8591,-1,-1,7885,-1,10155
8831,5791,6684,9917,2325,9547
6647,-1,5264,4311,8436,10048
8010,-1,-1,7885,-1,8980
9416,-1,9867,394,9020,9586
7991,-1,-1,1226,-1,9625
4572,-1,-1,9020,-1,10177
-1,-1,-1,1226,5199,8686
847,-1,3531,2909,4806,9656
1642,-1,-1,4787,-1,9961
4768,-1,4776,9699,6057,9382
5932,8539,4800,447,10103,9890
138,371,9637,8866,2993,9496
5986,190,1703,4013,6932,8719
6286,7436,2273,7761,3019,9472
2595,4885,768,801,4062,9139
2995,6571,727,9413,6436,9698
321,9408,7514,1965,880,9580
8057,-1,-1,7637,-1,9138
6114,736,9486,352,7321,9785
1248,2246,1483,3799,6394,8782
3087,-1,-1,1226,-1,8406
-1,-1,-1,1226,-1,9848
6124,-1,-1,1226,-1,9558
553,-1,-1,683,-1,10316
3786,190,10225,6992,5733,9169
5829,7360,152,728,2709,8748
-1,-1,-1,683,-1,8532
5077,-1,3531,2909,-1,8684
642,-1,4776,1226,6335,9252
2353,-1,-1,7637,-1,9725
271,2648,3901,3907,4111,9888
-1,-1,-1,7885,-1,9585
6313,1007,8472,9068,229,8522
9880,9214,4277,8792,240,10254
6067,9593,1362,4706,6859,8886
-1,-1,-1,2556,-1,9561
6937,8539,1486,1596,8186,8681
4702,-1,-1,9699,-1,8810
-1,-1,-1,1226,8535,9784
4647,-1,-1,1226,-1,10322
3406,-1,3200,6737,2098,9715
3214,420,5588,4490,6133,9702
9326,-1,-1,9483,1095,9886
1033,-1,1792,7043,4677,9782
4938,9736,8641,9831,898,9395
6595,4562,1539,235,7121,9463
2594,6571,768,2054,9511,8568
2539,-1,5839,7043,4748,8458
146,-1,8586,4120,8852,9669
2222,3577,582,4251,1279,9666
9162,8822,2269,1705,6814,10070
6118,4963,9433,10361,9846,9823
2821,6112,1437,9284,10231,9150
2166,632,727,3642,5140,8683
9014,7404,1512,7239,8706,8917
6037,4610,6816,1080,9266,10351
4374,9408,1698,3114,7612,9075
4413,9408,2684,5608,523,8603
8018,5791,4944,10202,1718,8429
8405,2448,7766,1920,2948,8786
3674,190,166,8968,1016,9418
6261,-1,3218,4787,3141,9768
8988,4832,10398,7311,5098,8415
2162,8822,582,2109,3074,9307
10185,-1,-1,9455,-1,9552
4251,-1,4839,4311,1740,9689
7573,2452,7393,5129,1279,9146
7137,-1,5278,1322,4917,9051
7493,4832,10398,3108,1043,9543
7704,73,5982,1510,8469,8593
7953,7679,4193,6450,6424,10271
9201,7679,5401,840,5812,8849
3125,3549,7650,9701,1607,10257
6549,-1,7207,683,9729,8445
6069,6571,8099,810,782,9898
23,4739,778,2269,9044,8571
-1,-1,-1,4787,-1,9876
4436,4860,9230,7396,3155,9177
4800,-1,-1,9455,3927,10190
-1,-1,-1,7885,-1,9255
9614,2964,10267,4763,3652,9753
6121,8658,213,5598,3735,8556
7705,4832,8648,6922,815,9319
-1,-1,-1,6737,-1,8838
3731,190,3196,1426,9975,9357
-1,-1,3062,1322,9694,9532
3427,116,4181,1031,2119,10213
5256,-1,5264,1322,6335,8959
10277,-1,-1,1226,-1,9565
-1,-1,-1,7885,-1,9752
7091,1370,6794,525,4260,9858
3087,-1,-1,9699,1107,9508
7962,-1,-1,4120,3686,8784
7533,-1,-1,1226,-1,8670
5421,8822,2255,8804,9632,8582
4748,9940,7852,7754,8457,10164
4837,1529,1486,2090,2417,8954
-1,-1,-1,7885,-1,9983
2452,7829,3901,1792,3363,8520
7354,-1,-1,2549,-1,9994
2231,9013,2106,6939,1843,9643
-1,-1,-1,7637,-1,9963
1006,4885,7965,820,2490,9966
430,8183,10000,6898,7549,10207
4448,2027,7514,10017,6296,9731
-1,-1,-1,9095,-1,9576
-1,-1,-1,1226,-1,10245
772,-1,-1,455,4208,10201
2842,-1,-1,9095,-1,8817
-1,-1,-1,1226,-1,8733
7525,4885,10306,5283,9442,9791
9950,-1,-1,9095,-1,9505
5361,-1,1792,7043,2312,8801
9282,-1,-1,1322,-1,8553
5653,8405,5401,2097,9309,9904
10329,4108,5118,7304,61,8505
9921,-1,-1,1322,-1,10009
5118,-1,3751,10327,4183,8763
4291,5791,1703,4251,10068,8963
8672,-1,-1,1226,-1,8569
3739,2382,5470,2305,6522,9955
-1,-1,-1,1226,-1,8443
1863,1219,585,4887,5153,9788
-1,-1,-1,1226,-1,8570
3884,-1,-1,8722,-1,8894
8776,2025,152,5896,3315,8441
9861,7679,1259,3363,3013,9409
3636,192,249,5332,9269,8830
2045,2120,10267,1979,10017,9280
1299,-1,-1,1226,8259,10137
642,4108,6643,481,8012,9018
7996,4794,383,1692,8988,10307
1543,1529,7404,9115,7722,8877
1499,10094,8638,10102,7325,8773
1100,-1,-1,6737,2437,9053
-1,-1,-1,1226,-1,8634
