title,category,brand,modelno,price,SampleID
7183,9640,4747,9898,2111,9229
951,-1,-1,5296,7993,9102
1365,741,5431,1278,3895,9906
5527,-1,8950,8877,4852,8775
4167,10131,-1,926,4435,10233
6678,5335,6353,2698,8220,9535
3658,10351,-1,2178,9018,10169
7988,-1,1151,9788,8505,8772
9823,-1,6353,9164,6115,8501
1151,10351,-1,9904,1679,8723
2687,-1,-1,8682,6500,9914
10155,5651,8237,8020,10131,9329
1869,-1,975,8582,4611,10151
9561,10351,-1,2925,4534,8693
3085,-1,1151,7295,2334,9754
6384,-1,-1,2901,2787,8751
3261,-1,-1,2395,879,8559
8600,-1,-1,9463,7301,9494
2361,8674,8957,3722,6513,10059
3646,10164,9768,9472,4155,9442
1398,-1,6353,9904,9782,9326
9638,-1,-1,7295,7264,9509
8832,-1,-1,9791,5572,9366
5265,-1,-1,3688,8957,9832
8683,-1,-1,2144,4954,8649
7220,10131,7821,1353,9169,10063
9053,5489,6353,82,7359,8579
7849,-1,6353,6267,3569,9079
22,-1,6353,5649,8418,8757
8748,-1,-1,8255,9678,8546
4435,-1,-1,3077,8211,10188
4791,-1,-1,9731,9585,8460
789,-1,1151,1734,7011,8456
5335,9146,6926,2499,8255,8845
6751,779,7554,2878,8686,9889
9768,5335,6708,8284,8450,9473
2419,8782,-1,2901,3046,9137
8211,-1,-1,10271,5377,9677
5781,-1,-1,3688,2885,9975
10271,3845,8957,2536,4235,10383
9558,-1,1151,8957,9139,8960
6714,-1,4767,5572,8108,10355
1933,9150,-1,6751,4586,10344
10207,370,6353,5364,2089,8805
5760,-1,-1,10413,2089,8461
5182,-1,1151,4235,4940,9515
6599,6892,3301,6115,4216,8677
5338,-1,4523,4898,5296,9341
2322,2901,-1,9409,2930,9419
8683,-1,-1,6629,3292,9381
2712,-1,-1,6267,4617,10016
57,-1,-1,779,9994,9786
4954,9983,-1,5762,1212,8508
8076,-1,-1,7661,1084,10025
8582,10131,545,41,9547,9030
9586,-1,-1,9791,6623,10278
3131,-1,-1,7775,2675,9171
2901,-1,6353,2901,1196,9701
5447,-1,3046,5762,3240,10274
8963,6094,8211,9164,4637,8535
6384,-1,-1,9164,1217,10105
8832,-1,9715,3077,3676,10130
7262,-1,8950,6751,8450,10134
4852,5157,8950,6661,2633,9124
1108,8683,2905,5798,8784,9697
1764,-1,1151,879,7470,9412
4729,-1,1151,8441,3028,9449
10271,3845,9715,618,9890,8706
4109,-1,1151,5483,6322,9705
7291,528,-1,8441,4141,9054
5387,-1,-1,10351,533,8425
5338,10131,2111,5572,3988,10226
6941,-1,-1,5473,9053,9519
5338,-1,18,2575,4586,8496
7446,-1,1151,1618,3501,8836
10009,-1,1151,5387,3895,8846
8681,-1,1151,7295,7119,8796
8674,-1,-1,6267,6066,9826
789,-1,1151,4900,9463,9988
537,6892,3496,2675,9288,9367
4167,-1,-1,4216,8505,8622
3988,-1,1151,9150,6623,9215
5387,-1,-1,4900,7966,9943
3222,528,7220,6689,5364,9144
10271,741,4387,7834,9586,8488
7656,4394,148,8733,1855,9521
3403,-1,7220,4686,5715,10203
1597,-1,-1,2754,4019,9949
50,-1,-1,2641,537,8414
9784,-1,9725,7775,6467,9203
3853,-1,1151,5796,9753,9588
6284,-1,7902,8877,7083,8471
8786,-1,-1,9553,5913,8738
5575,973,8950,7451,7011,9833
3774,1352,8957,2527,2930,8499
3085,1023,8950,8505,1346,9992
9933,2901,5687,7178,5798,9291
2093,-1,-1,9280,2160,9103
9547,-1,1151,9808,5125,9466
834,-1,1151,3798,5125,10047
5338,-1,-1,8674,4058,9734
9768,-1,4586,5762,10190,9696
1241,-1,-1,7830,1312,8872
10396,-1,1023,8973,1084,8625
5447,-1,9725,10070,4617,9741
8445,4223,8211,6751,2419,8911
6678,9586,7178,2754,7357,8768
3451,-1,-1,2754,5364,10111
2268,-1,8950,788,148,10028
