ltable_ele,ltable_label,ltable_lat,ltable_lon,ltable_ontology,rtable_ele,rtable_label,rtable_lat,rtable_lon,rtable_ontology,alteredAttributes,originalRightId
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,43.2167,2.35,http://data.nytimes.com/,"('label',)",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,43.2167,2.35,http://data.nytimes.com/,"('ele', 'label')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,-29.8833,2.35,http://data.nytimes.com/,"('label', 'lat')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,43.2167,31.05,http://data.nytimes.com/,"('label', 'lon')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,43.2167,2.35,http://dbpedia.org/,"('label', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,-29.8833,2.35,http://data.nytimes.com/,"('ele', 'label', 'lat')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,43.2167,31.05,http://data.nytimes.com/,"('ele', 'label', 'lon')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,43.2167,2.35,http://dbpedia.org/,"('ele', 'label', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,-29.8833,31.05,http://data.nytimes.com/,"('label', 'lat', 'lon')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,-29.8833,2.35,http://dbpedia.org/,"('label', 'lat', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,43.2167,31.05,http://dbpedia.org/,"('label', 'lon', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,-29.8833,31.05,http://data.nytimes.com/,"('ele', 'label', 'lat', 'lon')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,-29.8833,2.35,http://dbpedia.org/,"('ele', 'label', 'lat', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,43.2167,31.05,http://dbpedia.org/,"('ele', 'label', 'lon', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Durban,-29.8833,31.05,http://dbpedia.org/,"('label', 'lat', 'lon', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",43.2167,2.35,http://data.nytimes.com/,"('label',)",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",43.2167,2.35,http://data.nytimes.com/,"('ele', 'label')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",,2.35,http://data.nytimes.com/,"('label', 'lat')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",43.2167,,http://data.nytimes.com/,"('label', 'lon')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",43.2167,2.35,http://dbpedia.org/,"('label', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",,2.35,http://data.nytimes.com/,"('ele', 'label', 'lat')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",43.2167,,http://data.nytimes.com/,"('ele', 'label', 'lon')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",43.2167,2.35,http://dbpedia.org/,"('ele', 'label', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",,,http://data.nytimes.com/,"('label', 'lat', 'lon')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",,2.35,http://dbpedia.org/,"('label', 'lat', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",43.2167,,http://dbpedia.org/,"('label', 'lon', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",,,http://data.nytimes.com/,"('ele', 'label', 'lat', 'lon')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",,2.35,http://dbpedia.org/,"('ele', 'label', 'lat', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",43.2167,,http://dbpedia.org/,"('ele', 'label', 'lon', 'ontology')",1@6839
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,"Scituate, Massachusetts",,,http://dbpedia.org/,"('label', 'lat', 'lon', 'ontology')",1@6839
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,53.3478,-6.25972,http://dbpedia.org/,"('label',)",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,53.3478,-6.25972,http://dbpedia.org/,"('ele', 'label')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,34.6833,-6.25972,http://dbpedia.org/,"('label', 'lat')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,53.3478,135.2,http://dbpedia.org/,"('label', 'lon')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,53.3478,-6.25972,http://dbpedia.org/,"('label', 'ontology')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,34.6833,-6.25972,http://dbpedia.org/,"('ele', 'label', 'lat')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,53.3478,135.2,http://dbpedia.org/,"('ele', 'label', 'lon')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,53.3478,-6.25972,http://dbpedia.org/,"('ele', 'label', 'ontology')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,34.6833,135.2,http://dbpedia.org/,"('label', 'lat', 'lon')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,34.6833,-6.25972,http://dbpedia.org/,"('label', 'lat', 'ontology')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,53.3478,135.2,http://dbpedia.org/,"('label', 'lon', 'ontology')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,34.6833,135.2,http://dbpedia.org/,"('ele', 'label', 'lat', 'lon')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,34.6833,-6.25972,http://dbpedia.org/,"('ele', 'label', 'lat', 'ontology')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,53.3478,135.2,http://dbpedia.org/,"('ele', 'label', 'lon', 'ontology')",1@5664
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Kobe,34.6833,135.2,http://dbpedia.org/,"('label', 'lat', 'lon', 'ontology')",1@5664
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),44.9444,-93.0933,http://data.nytimes.com/,"('label',)",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),44.9444,-93.0933,http://data.nytimes.com/,"('ele', 'label')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),25.3622,-93.0933,http://data.nytimes.com/,"('label', 'lat')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),44.9444,55.3911,http://data.nytimes.com/,"('label', 'lon')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),44.9444,-93.0933,http://data.nytimes.com/,"('label', 'ontology')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),25.3622,-93.0933,http://data.nytimes.com/,"('ele', 'label', 'lat')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),44.9444,55.3911,http://data.nytimes.com/,"('ele', 'label', 'lon')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),44.9444,-93.0933,http://data.nytimes.com/,"('ele', 'label', 'ontology')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),25.3622,55.3911,http://data.nytimes.com/,"('label', 'lat', 'lon')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),25.3622,-93.0933,http://data.nytimes.com/,"('label', 'lat', 'ontology')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),44.9444,55.3911,http://data.nytimes.com/,"('label', 'lon', 'ontology')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),25.3622,55.3911,http://data.nytimes.com/,"('ele', 'label', 'lat', 'lon')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),25.3622,-93.0933,http://data.nytimes.com/,"('ele', 'label', 'lat', 'ontology')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),44.9444,55.3911,http://data.nytimes.com/,"('ele', 'label', 'lon', 'ontology')",0@1859
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Sharjah (United Arab Emirates),25.3622,55.3911,http://data.nytimes.com/,"('label', 'lat', 'lon', 'ontology')",0@1859
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,,,http://dbpedia.org/,"('label',)",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,,,http://dbpedia.org/,"('ele', 'label')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,45.85,,http://dbpedia.org/,"('label', 'lat')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,,1.25,http://dbpedia.org/,"('label', 'lon')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,,,http://sws.geonames.org/,"('label', 'ontology')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,45.85,,http://dbpedia.org/,"('ele', 'label', 'lat')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,,1.25,http://dbpedia.org/,"('ele', 'label', 'lon')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,,,http://sws.geonames.org/,"('ele', 'label', 'ontology')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,45.85,1.25,http://dbpedia.org/,"('label', 'lat', 'lon')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,45.85,,http://sws.geonames.org/,"('label', 'lat', 'ontology')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,,1.25,http://sws.geonames.org/,"('label', 'lon', 'ontology')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,45.85,1.25,http://dbpedia.org/,"('ele', 'label', 'lat', 'lon')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,45.85,,http://sws.geonames.org/,"('ele', 'label', 'lat', 'ontology')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,,1.25,http://sws.geonames.org/,"('ele', 'label', 'lon', 'ontology')",0@6485
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,Limoges,45.85,1.25,http://sws.geonames.org/,"('label', 'lat', 'lon', 'ontology')",0@6485
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),51.5084,-0.125533,http://data.nytimes.com/,"('label',)",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),51.5084,-0.125533,http://data.nytimes.com/,"('ele', 'label')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),32.7868,-0.125533,http://data.nytimes.com/,"('label', 'lat')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),51.5084,-79.7948,http://data.nytimes.com/,"('label', 'lon')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),51.5084,-0.125533,http://data.nytimes.com/,"('label', 'ontology')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),32.7868,-0.125533,http://data.nytimes.com/,"('ele', 'label', 'lat')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),51.5084,-79.7948,http://data.nytimes.com/,"('ele', 'label', 'lon')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),51.5084,-0.125533,http://data.nytimes.com/,"('ele', 'label', 'ontology')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),32.7868,-79.7948,http://data.nytimes.com/,"('label', 'lat', 'lon')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),32.7868,-0.125533,http://data.nytimes.com/,"('label', 'lat', 'ontology')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),51.5084,-79.7948,http://data.nytimes.com/,"('label', 'lon', 'ontology')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),32.7868,-79.7948,http://data.nytimes.com/,"('ele', 'label', 'lat', 'lon')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),32.7868,-0.125533,http://data.nytimes.com/,"('ele', 'label', 'lat', 'ontology')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),51.5084,-79.7948,http://data.nytimes.com/,"('ele', 'label', 'lon', 'ontology')",0@2905
,London,51.5005,-0.128832,http://sws.geonames.org/,,Isle of Palms (SC),32.7868,-79.7948,http://data.nytimes.com/,"('label', 'lat', 'lon', 'ontology')",0@2905
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,52.3731,4.89222,http://dbpedia.org/,"('label',)",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,52.3731,4.89222,http://dbpedia.org/,"('ele', 'label')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,40.7224,4.89222,http://dbpedia.org/,"('label', 'lat')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,52.3731,-73.9996,http://dbpedia.org/,"('label', 'lon')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,52.3731,4.89222,http://sws.geonames.org/,"('label', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,40.7224,4.89222,http://dbpedia.org/,"('ele', 'label', 'lat')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,52.3731,-73.9996,http://dbpedia.org/,"('ele', 'label', 'lon')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,52.3731,4.89222,http://sws.geonames.org/,"('ele', 'label', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,40.7224,-73.9996,http://dbpedia.org/,"('label', 'lat', 'lon')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,40.7224,4.89222,http://sws.geonames.org/,"('label', 'lat', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,52.3731,-73.9996,http://sws.geonames.org/,"('label', 'lon', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,40.7224,-73.9996,http://dbpedia.org/,"('ele', 'label', 'lat', 'lon')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,40.7224,4.89222,http://sws.geonames.org/,"('ele', 'label', 'lat', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,52.3731,-73.9996,http://sws.geonames.org/,"('ele', 'label', 'lon', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,SoHo,40.7224,-73.9996,http://sws.geonames.org/,"('label', 'lat', 'lon', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,52.3731,4.89222,http://dbpedia.org/,"('label',)",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,52.3731,4.89222,http://dbpedia.org/,"('ele', 'label')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,33.8889,4.89222,http://dbpedia.org/,"('label', 'lat')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,52.3731,35.4944,http://dbpedia.org/,"('label', 'lon')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,52.3731,4.89222,http://sws.geonames.org/,"('label', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,33.8889,4.89222,http://dbpedia.org/,"('ele', 'label', 'lat')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,52.3731,35.4944,http://dbpedia.org/,"('ele', 'label', 'lon')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,52.3731,4.89222,http://sws.geonames.org/,"('ele', 'label', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,33.8889,35.4944,http://dbpedia.org/,"('label', 'lat', 'lon')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,33.8889,4.89222,http://sws.geonames.org/,"('label', 'lat', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,52.3731,35.4944,http://sws.geonames.org/,"('label', 'lon', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,33.8889,35.4944,http://dbpedia.org/,"('ele', 'label', 'lat', 'lon')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,33.8889,4.89222,http://sws.geonames.org/,"('ele', 'label', 'lat', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,52.3731,35.4944,http://sws.geonames.org/,"('ele', 'label', 'lon', 'ontology')",1@4047
,Amsterdam,52.374,4.88969,http://sws.geonames.org/,,Beirut,33.8889,35.4944,http://sws.geonames.org/,"('label', 'lat', 'lon', 'ontology')",1@4047
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,52.374,4.88969,http://sws.geonames.org/,"('label',)",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,52.374,4.88969,http://sws.geonames.org/,"('ele', 'label')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,35.6833,4.88969,http://sws.geonames.org/,"('label', 'lat')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,52.374,139.767,http://sws.geonames.org/,"('label', 'lon')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,52.374,4.88969,http://rdf.freebase.com/,"('label', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,35.6833,4.88969,http://sws.geonames.org/,"('ele', 'label', 'lat')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,52.374,139.767,http://sws.geonames.org/,"('ele', 'label', 'lon')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,52.374,4.88969,http://rdf.freebase.com/,"('ele', 'label', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,35.6833,139.767,http://sws.geonames.org/,"('label', 'lat', 'lon')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,35.6833,4.88969,http://rdf.freebase.com/,"('label', 'lat', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,52.374,139.767,http://rdf.freebase.com/,"('label', 'lon', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,35.6833,139.767,http://sws.geonames.org/,"('ele', 'label', 'lat', 'lon')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,35.6833,4.88969,http://rdf.freebase.com/,"('ele', 'label', 'lat', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,52.374,139.767,http://rdf.freebase.com/,"('ele', 'label', 'lon', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,tokyo,35.6833,139.767,http://rdf.freebase.com/,"('label', 'lat', 'lon', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,52.374,4.88969,http://sws.geonames.org/,"('label',)",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,52.374,4.88969,http://sws.geonames.org/,"('ele', 'label')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,22.55,4.88969,http://sws.geonames.org/,"('label', 'lat')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,52.374,114.1,http://sws.geonames.org/,"('label', 'lon')",0@2459
