,0
Beer_Name,0.9333333333333333
Brew_Factory_Name,0.3333333333333333
Style,0.022222222222222223
ABV,0.022222222222222223
Beer_Name/Brew_Factory_Name,0.9333333333333333
Beer_Name/Style,0.9333333333333333
Beer_Name/ABV,0.9333333333333333
Brew_Factory_Name/Style,0.3111111111111111
Brew_Factory_Name/ABV,0.4888888888888889
Style/ABV,0.022222222222222223
Beer_Name/Brew_Factory_Name/Style,0.9555555555555556
Beer_Name/Brew_Factory_Name/ABV,0.9555555555555556
Beer_Name/Style/ABV,0.9333333333333333
Brew_Factory_Name/Style/ABV,0.4666666666666667
