ltable_ele,ltable_label,ltable_lat,ltable_lon,ltable_ontology,rtable_ele,rtable_label,rtable_lat,rtable_lon,rtable_ontology,alteredAttributes,originalRightId
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),-29.8833,31.05,http://dbpedia.org/,"('label',)",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),-29.8833,31.05,http://dbpedia.org/,"('ele', 'label')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,31.05,http://dbpedia.org/,"('label', 'lat')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),-29.8833,2.35,http://dbpedia.org/,"('label', 'lon')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),-29.8833,31.05,http://data.nytimes.com/,"('label', 'ontology')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,31.05,http://dbpedia.org/,"('ele', 'label', 'lat')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),-29.8833,2.35,http://dbpedia.org/,"('ele', 'label', 'lon')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),-29.8833,31.05,http://data.nytimes.com/,"('ele', 'label', 'ontology')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,2.35,http://dbpedia.org/,"('label', 'lat', 'lon')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,31.05,http://data.nytimes.com/,"('label', 'lat', 'ontology')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),-29.8833,2.35,http://data.nytimes.com/,"('label', 'lon', 'ontology')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,2.35,http://dbpedia.org/,"('ele', 'label', 'lat', 'lon')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,31.05,http://data.nytimes.com/,"('ele', 'label', 'lat', 'ontology')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),-29.8833,2.35,http://data.nytimes.com/,"('ele', 'label', 'lon', 'ontology')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,2.35,http://data.nytimes.com/,"('label', 'lat', 'lon', 'ontology')",0@2342
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),,,http://dbpedia.org/,"('label',)",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),,,http://dbpedia.org/,"('ele', 'label')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,,http://dbpedia.org/,"('label', 'lat')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),,2.35,http://dbpedia.org/,"('label', 'lon')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),,,http://data.nytimes.com/,"('label', 'ontology')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,,http://dbpedia.org/,"('ele', 'label', 'lat')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),,2.35,http://dbpedia.org/,"('ele', 'label', 'lon')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),,,http://data.nytimes.com/,"('ele', 'label', 'ontology')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,2.35,http://dbpedia.org/,"('label', 'lat', 'lon')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,,http://data.nytimes.com/,"('label', 'lat', 'ontology')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),,2.35,http://data.nytimes.com/,"('label', 'lon', 'ontology')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,2.35,http://dbpedia.org/,"('ele', 'label', 'lat', 'lon')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,,http://data.nytimes.com/,"('ele', 'label', 'lat', 'ontology')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),,2.35,http://data.nytimes.com/,"('ele', 'label', 'lon', 'ontology')",0@7504
,Carcassonne,43.2131,2.35203,http://dbpedia.org/,,Carcassonne (France),43.2167,2.35,http://data.nytimes.com/,"('label', 'lat', 'lon', 'ontology')",0@7504
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,34.6833,135.2,http://dbpedia.org/,"('label',)",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,34.6833,135.2,http://dbpedia.org/,"('ele', 'label')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,53.3478,135.2,http://dbpedia.org/,"('label', 'lat')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,34.6833,-6.25972,http://dbpedia.org/,"('label', 'lon')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,34.6833,135.2,http://dbpedia.org/,"('label', 'ontology')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,53.3478,135.2,http://dbpedia.org/,"('ele', 'label', 'lat')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,34.6833,-6.25972,http://dbpedia.org/,"('ele', 'label', 'lon')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,34.6833,135.2,http://dbpedia.org/,"('ele', 'label', 'ontology')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,53.3478,-6.25972,http://dbpedia.org/,"('label', 'lat', 'lon')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,53.3478,135.2,http://dbpedia.org/,"('label', 'lat', 'ontology')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,34.6833,-6.25972,http://dbpedia.org/,"('label', 'lon', 'ontology')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,53.3478,-6.25972,http://dbpedia.org/,"('ele', 'label', 'lat', 'lon')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,53.3478,135.2,http://dbpedia.org/,"('ele', 'label', 'lat', 'ontology')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,34.6833,-6.25972,http://dbpedia.org/,"('ele', 'label', 'lon', 'ontology')",0@4617
,dublin,53.3428,-6.2661,http://rdf.freebase.com/,,Dublin,53.3478,-6.25972,http://dbpedia.org/,"('label', 'lat', 'lon', 'ontology')",0@4617
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),25.3622,55.3911,http://data.nytimes.com/,"('label',)",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),25.3622,55.3911,http://data.nytimes.com/,"('ele', 'label')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),44.9444,55.3911,http://data.nytimes.com/,"('label', 'lat')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),25.3622,-93.0933,http://data.nytimes.com/,"('label', 'lon')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),25.3622,55.3911,http://data.nytimes.com/,"('label', 'ontology')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),44.9444,55.3911,http://data.nytimes.com/,"('ele', 'label', 'lat')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),25.3622,-93.0933,http://data.nytimes.com/,"('ele', 'label', 'lon')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),25.3622,55.3911,http://data.nytimes.com/,"('ele', 'label', 'ontology')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),44.9444,-93.0933,http://data.nytimes.com/,"('label', 'lat', 'lon')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),44.9444,55.3911,http://data.nytimes.com/,"('label', 'lat', 'ontology')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),25.3622,-93.0933,http://data.nytimes.com/,"('label', 'lon', 'ontology')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),44.9444,-93.0933,http://data.nytimes.com/,"('ele', 'label', 'lat', 'lon')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),44.9444,55.3911,http://data.nytimes.com/,"('ele', 'label', 'lat', 'ontology')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),25.3622,-93.0933,http://data.nytimes.com/,"('ele', 'label', 'lon', 'ontology')",1@2582
,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,St Paul (Minn),44.9444,-93.0933,http://data.nytimes.com/,"('label', 'lat', 'lon', 'ontology')",1@2582
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",45.85,1.25,http://sws.geonames.org/,"('label',)",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",45.85,1.25,http://sws.geonames.org/,"('ele', 'label')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",,1.25,http://sws.geonames.org/,"('label', 'lat')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",45.85,,http://sws.geonames.org/,"('label', 'lon')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",45.85,1.25,http://dbpedia.org/,"('label', 'ontology')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",,1.25,http://sws.geonames.org/,"('ele', 'label', 'lat')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",45.85,,http://sws.geonames.org/,"('ele', 'label', 'lon')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",45.85,1.25,http://dbpedia.org/,"('ele', 'label', 'ontology')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",,,http://sws.geonames.org/,"('label', 'lat', 'lon')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",,1.25,http://dbpedia.org/,"('label', 'lat', 'ontology')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",45.85,,http://dbpedia.org/,"('label', 'lon', 'ontology')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",,,http://sws.geonames.org/,"('ele', 'label', 'lat', 'lon')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",,1.25,http://dbpedia.org/,"('ele', 'label', 'lat', 'ontology')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",45.85,,http://dbpedia.org/,"('ele', 'label', 'lon', 'ontology')",1@6020
,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,,"Bridgehampton, New York",,,http://dbpedia.org/,"('label', 'lat', 'lon', 'ontology')",1@6020
,London,51.5005,-0.128832,http://sws.geonames.org/,,London (England),32.7868,-79.7948,http://data.nytimes.com/,"('label',)",1@4963
