,0
Song_Name,0.3230769230769231
Artist_Name,0.03076923076923077
Album_Name,0.1076923076923077
Genre,0.03076923076923077
Price,0.09230769230769231
CopyRight,0.0
Time,0.4461538461538462
Released,0.0
Song_Name/Artist_Name,0.35384615384615387
Song_Name/Album_Name,0.35384615384615387
Song_Name/Genre,0.3384615384615385
Song_Name/Price,0.4153846153846154
Song_Name/CopyRight,0.3230769230769231
Song_Name/Time,0.7846153846153846
Song_Name/Released,0.3076923076923077
Artist_Name/Album_Name,0.13846153846153847
Artist_Name/Genre,0.015384615384615385
Artist_Name/Price,0.12307692307692308
Artist_Name/CopyRight,0.015384615384615385
Artist_Name/Time,0.47692307692307695
Artist_Name/Released,0.015384615384615385
Album_Name/Genre,0.15384615384615385
Album_Name/Price,0.2153846153846154
Album_Name/CopyRight,0.1076923076923077
Album_Name/Time,0.5538461538461539
Album_Name/Released,0.1076923076923077
Genre/Price,0.12307692307692308
Genre/CopyRight,0.015384615384615385
Genre/Time,0.4307692307692308
Genre/Released,0.03076923076923077
Price/CopyRight,0.07692307692307693
Price/Time,0.6153846153846154
Price/Released,0.07692307692307693
CopyRight/Time,0.47692307692307695
CopyRight/Released,0.0
Time/Released,0.4461538461538462
Song_Name/Artist_Name/Album_Name,0.4307692307692308
Song_Name/Artist_Name/Genre,0.36923076923076925
Song_Name/Artist_Name/Price,0.4461538461538462
Song_Name/Artist_Name/CopyRight,0.35384615384615387
Song_Name/Artist_Name/Time,0.8
Song_Name/Artist_Name/Released,0.3384615384615385
Song_Name/Album_Name/Genre,0.38461538461538464
Song_Name/Album_Name/Price,0.49230769230769234
Song_Name/Album_Name/CopyRight,0.35384615384615387
Song_Name/Album_Name/Time,0.8307692307692308
Song_Name/Album_Name/Released,0.35384615384615387
Song_Name/Genre/Price,0.4461538461538462
Song_Name/Genre/CopyRight,0.3230769230769231
Song_Name/Genre/Time,0.7846153846153846
Song_Name/Genre/Released,0.3230769230769231
Song_Name/Price/CopyRight,0.4153846153846154
Song_Name/Price/Time,0.9384615384615385
Song_Name/Price/Released,0.4
Song_Name/CopyRight/Time,0.7846153846153846
Song_Name/CopyRight/Released,0.3076923076923077
Song_Name/Time/Released,0.7846153846153846
Artist_Name/Album_Name/Genre,0.15384615384615385
Artist_Name/Album_Name/Price,0.23076923076923078
Artist_Name/Album_Name/CopyRight,0.13846153846153847
Artist_Name/Album_Name/Time,0.5846153846153846
Artist_Name/Album_Name/Released,0.13846153846153847
Artist_Name/Genre/Price,0.1076923076923077
Artist_Name/Genre/CopyRight,0.015384615384615385
Artist_Name/Genre/Time,0.47692307692307695
Artist_Name/Genre/Released,0.03076923076923077
Artist_Name/Price/CopyRight,0.1076923076923077
Artist_Name/Price/Time,0.6615384615384615
Artist_Name/Price/Released,0.1076923076923077
Artist_Name/CopyRight/Time,0.47692307692307695
Artist_Name/CopyRight/Released,0.015384615384615385
Artist_Name/Time/Released,0.47692307692307695
Album_Name/Genre/Price,0.24615384615384617
Album_Name/Genre/CopyRight,0.13846153846153847
Album_Name/Genre/Time,0.5846153846153846
Album_Name/Genre/Released,0.15384615384615385
Album_Name/Price/CopyRight,0.2
Album_Name/Price/Time,0.7384615384615385
Album_Name/Price/Released,0.2153846153846154
Album_Name/CopyRight/Time,0.5538461538461539
Album_Name/CopyRight/Released,0.1076923076923077
Album_Name/Time/Released,0.5692307692307692
Genre/Price/CopyRight,0.1076923076923077
Genre/Price/Time,0.6307692307692307
Genre/Price/Released,0.12307692307692308
Genre/CopyRight/Time,0.4461538461538462
Genre/CopyRight/Released,0.03076923076923077
Genre/Time/Released,0.4461538461538462
Price/CopyRight/Time,0.6307692307692307
Price/CopyRight/Released,0.07692307692307693
Price/Time/Released,0.6153846153846154
CopyRight/Time/Released,0.47692307692307695
Song_Name/Artist_Name/Album_Name/Genre,0.4461538461538462
Song_Name/Artist_Name/Album_Name/Price,0.5384615384615384
Song_Name/Artist_Name/Album_Name/CopyRight,0.4461538461538462
Song_Name/Artist_Name/Album_Name/Time,0.8615384615384616
Song_Name/Artist_Name/Album_Name/Released,0.4307692307692308
Song_Name/Artist_Name/Genre/Price,0.47692307692307695
Song_Name/Artist_Name/Genre/CopyRight,0.36923076923076925
Song_Name/Artist_Name/Genre/Time,0.8
Song_Name/Artist_Name/Genre/Released,0.36923076923076925
Song_Name/Artist_Name/Price/CopyRight,0.4461538461538462
Song_Name/Artist_Name/Price/Time,0.9384615384615385
Song_Name/Artist_Name/Price/Released,0.4461538461538462
Song_Name/Artist_Name/CopyRight/Time,0.8
Song_Name/Artist_Name/CopyRight/Released,0.35384615384615387
Song_Name/Artist_Name/Time/Released,0.8
Song_Name/Album_Name/Genre/Price,0.5230769230769231
Song_Name/Album_Name/Genre/CopyRight,0.36923076923076925
Song_Name/Album_Name/Genre/Time,0.8615384615384616
Song_Name/Album_Name/Genre/Released,0.36923076923076925
Song_Name/Album_Name/Price/CopyRight,0.49230769230769234
Song_Name/Album_Name/Price/Time,0.9692307692307692
Song_Name/Album_Name/Price/Released,0.49230769230769234
Song_Name/Album_Name/CopyRight/Time,0.8307692307692308
Song_Name/Album_Name/CopyRight/Released,0.3384615384615385
Song_Name/Album_Name/Time/Released,0.8461538461538461
Song_Name/Genre/Price/CopyRight,0.4307692307692308
Song_Name/Genre/Price/Time,0.9384615384615385
Song_Name/Genre/Price/Released,0.4307692307692308
Song_Name/Genre/CopyRight/Time,0.7846153846153846
Song_Name/Genre/CopyRight/Released,0.3230769230769231
Song_Name/Genre/Time/Released,0.7846153846153846
Song_Name/Price/CopyRight/Time,0.9384615384615385
Song_Name/Price/CopyRight/Released,0.4
Song_Name/Price/Time/Released,0.9384615384615385
Song_Name/CopyRight/Time/Released,0.7846153846153846
Artist_Name/Album_Name/Genre/Price,0.24615384615384617
Artist_Name/Album_Name/Genre/CopyRight,0.16923076923076924
Artist_Name/Album_Name/Genre/Time,0.6307692307692307
Artist_Name/Album_Name/Genre/Released,0.15384615384615385
Artist_Name/Album_Name/Price/CopyRight,0.24615384615384617
Artist_Name/Album_Name/Price/Time,0.8
Artist_Name/Album_Name/Price/Released,0.26153846153846155
Artist_Name/Album_Name/CopyRight/Time,0.6153846153846154
Artist_Name/Album_Name/CopyRight/Released,0.15384615384615385
Artist_Name/Album_Name/Time/Released,0.6153846153846154
Artist_Name/Genre/Price/CopyRight,0.13846153846153847
Artist_Name/Genre/Price/Time,0.676923076923077
Artist_Name/Genre/Price/Released,0.15384615384615385
Artist_Name/Genre/CopyRight/Time,0.47692307692307695
Artist_Name/Genre/CopyRight/Released,0.07692307692307693
Artist_Name/Genre/Time/Released,0.49230769230769234
Artist_Name/Price/CopyRight/Time,0.676923076923077
Artist_Name/Price/CopyRight/Released,0.13846153846153847
Artist_Name/Price/Time/Released,0.676923076923077
Artist_Name/CopyRight/Time/Released,0.49230769230769234
Album_Name/Genre/Price/CopyRight,0.24615384615384617
Album_Name/Genre/Price/Time,0.7538461538461538
Album_Name/Genre/Price/Released,0.24615384615384617
Album_Name/Genre/CopyRight/Time,0.5692307692307692
Album_Name/Genre/CopyRight/Released,0.15384615384615385
Album_Name/Genre/Time/Released,0.5846153846153846
Album_Name/Price/CopyRight/Time,0.7692307692307693
Album_Name/Price/CopyRight/Released,0.2153846153846154
Album_Name/Price/Time/Released,0.7692307692307693
Album_Name/CopyRight/Time/Released,0.5692307692307692
Genre/Price/CopyRight/Time,0.6615384615384615
Genre/Price/CopyRight/Released,0.12307692307692308
Genre/Price/Time/Released,0.6615384615384615
Genre/CopyRight/Time/Released,0.46153846153846156
Price/CopyRight/Time/Released,0.6615384615384615
