title,authors,venue,year,SampleID
4108,11374,5089,5368,8709
350,3000,7361,10563,7832
5024,7349,199,199,12447
350,3000,11982,5063,2904
350,3705,5089,5368,5534
350,3000,5089,10563,8828
350,3000,11982,5368,8888
350,3000,7361,5063,2738
4108,3000,5089,5368,6284
350,3854,5089,5368,9828
199,7861,199,199,1651
199,6232,7870,199,2725
350,3681,4290,5063,6395
350,3000,11982,5368,7266
12192,3000,5089,5368,8777
350,4950,4290,5063,4481
350,9360,11982,5368,5389
350,11322,5089,5063,5051
350,3000,7361,5063,5380
350,3000,11982,5368,596
4108,3000,5089,5368,1909
350,3000,7361,5368,5377
350,2950,7361,5368,1761
350,3141,7361,5063,6607
350,3705,5089,5368,11134
4108,3000,5089,10563,156
350,11183,5089,5368,708
350,3282,11754,10563,12454
350,8241,11982,5368,3688
350,1228,6973,5368,5576
350,1674,7361,5063,9972
350,11871,75,10563,774
199,3748,75,199,4566
4108,3000,5089,5368,11253
350,3000,11982,10563,10968
350,3000,7361,5063,9982
350,6481,7361,5368,11398
350,10396,75,5368,1883
350,412,7361,5368,1027
350,3000,5089,5368,1165
350,9814,7361,10563,9356
4108,3000,5089,5063,4207
350,12381,7361,5368,6526
5853,2385,5089,199,11464
350,3000,11982,10563,11071
350,4239,75,5063,4597
4108,3000,5089,5368,882
350,10250,7361,10563,983
350,7833,7361,5368,1860
350,3000,11982,10563,3813
350,3709,5089,10563,5539
350,3000,7361,5368,9146
350,1634,5089,5368,7585
199,4650,7870,199,7694
350,3000,7361,5368,9615
350,3000,7361,5368,1784
350,3000,7361,10563,4080
4108,3000,5089,5063,9067
199,9881,7870,199,916
7945,1811,199,199,5860
350,412,5089,5368,6585
4108,412,5089,5063,4703
4108,3000,5089,5368,4371
4108,3000,5089,5368,5218
350,5888,75,5368,7108
7296,1811,199,199,3353
350,3000,7361,10563,12084
4108,7662,5089,5063,8636
350,6481,7361,5368,6311
350,3000,7361,5368,9206
2728,908,199,199,6376
1780,5122,5089,5063,8016
350,8294,7361,5063,11874
350,3000,11982,5368,8873
12226,7707,7870,199,10527
4108,3062,5089,10563,3360
4108,3000,5089,5063,405
350,2711,5089,5063,8274
4108,3709,5089,5063,9203
4108,3000,5089,10563,9689
350,5331,7361,5063,7069
350,3000,11982,5368,1388
8803,1813,7870,199,3839
350,2950,11982,5063,2614
350,3000,7361,5368,689
4108,3000,7361,5063,7678
350,699,7361,5368,8976
350,1376,7361,10563,2292
350,12071,7361,5368,10130
350,8294,11982,5368,7034
4108,3000,5089,5368,2384
4157,1541,199,199,1405
4108,3000,5089,5063,602
350,2950,75,5368,6599
4108,3000,5089,10563,1059
11643,3000,4290,5063,9198
4108,3000,5089,5368,7102
199,9469,199,199,8347
4108,3000,5089,5368,1001
2914,5570,5089,199,11665
4108,3000,5089,5063,8164
350,3000,11982,10563,1528
350,6991,7361,5368,2546
