title,authors,venue,year,SampleID
1247,8334,4310,1922,12337
9004,9368,9573,4571,11165
2760,3862,3791,5832,10917
9004,9368,9573,4571,11141
9004,2954,4119,4571,10440
11372,1151,9573,4571,12023
10529,9368,9573,2753,12038
9004,9368,5939,2753,10355
3344,4804,2087,6119,11815
9004,5963,5180,509,11019
5551,8440,9573,5832,10959
374,7117,4310,1167,12461
374,3533,5180,1922,12357
9004,9368,5939,4571,10235
9004,2954,9573,4571,11625
7199,666,9573,4571,11264
9004,2954,9573,1707,12179
3301,8355,3552,1922,10770
9004,9368,2045,4571,11564
9004,2954,5180,4571,11266
9989,2954,9573,1707,11073
9004,9368,9573,4571,11569
9004,9368,5939,1707,11142
9004,9368,9573,4571,11766
11972,4093,9573,1707,11921
7199,2954,4310,1167,10601
9004,3883,9573,4571,12351
9004,9368,2932,4571,12289
2885,2437,9573,1167,12114
2885,9070,9573,749,11983
5282,9139,9573,1167,11795
5551,6235,9573,1922,11362
9004,9368,5180,4571,11559
955,12355,9573,1167,11377
9004,5963,5939,1707,11147
9004,2954,9573,2753,11512
9004,2954,9573,4571,10970
10789,4267,9573,1167,11369
8228,12464,3791,3105,10909
10529,9368,5180,2154,10248
5395,4227,3552,4766,12382
9918,9368,5180,2753,10102
9004,9368,4119,4571,12297
9674,4093,9573,1167,11333
9004,9368,9573,4571,11422
374,7117,4310,1167,10409
11302,6192,10570,1707,11427
9004,10853,9573,4571,12177
9004,9368,5939,1707,10651
9004,9368,5180,4571,10117
3776,7117,5180,6119,10684
6005,914,4310,1922,10455
9004,9368,5939,4571,11936
9324,8,5180,2154,10817
9322,11509,3791,4766,10376
9989,2954,4748,5570,10171
5282,10853,4310,4571,12324
9004,9368,5180,2753,11598
5395,4334,4310,3105,12010
374,9368,10483,10710,11800
9004,2437,9573,4571,12172
9484,7117,4310,1959,12478
4959,91,5180,10249,10835
9004,5963,9573,4571,12159
10308,8,9573,4571,10729
2888,1151,3552,998,11877
11372,9308,4310,4571,12258
9004,9368,5180,2753,10604
9004,9368,5180,4571,12020
398,9335,2748,998,11554
9004,9368,9573,1707,11421
398,31,6076,998,10784
398,1376,2087,6709,11130
9004,4577,5180,4571,10090
9004,9368,4280,4571,11909
9004,9368,2932,1707,11583
374,11143,10483,1707,11962
9004,4577,5180,509,12518
9004,9368,5939,1707,12491
9004,9368,9573,4571,11313
9004,5963,5180,4571,11542
3094,7184,5503,6709,12185
11102,6235,5180,1922,10845
2818,9380,2087,6709,11838
9004,9368,2932,1707,10682
9004,9368,5180,4571,11357
9368,11973,4506,3105,11292
7199,2954,9573,2154,11689
9918,5963,5180,4571,12543
9004,9368,5180,4571,12497
9004,2954,9573,4571,11839
9918,2954,9573,4571,11774
374,7117,9573,1167,11401
10791,10508,9573,1707,12198
9004,9368,9573,4571,10719
9918,9368,5180,1707,11455
398,7117,1933,6785,11428
9004,2954,9573,4571,11568
9004,9368,5180,4571,10237
9004,9368,4280,4571,11729
9004,9368,4119,4571,11495
9004,2954,9573,4571,11212
9004,9368,9573,4571,12540
5551,12464,3552,4254,10150
4319,5889,290,7268,12532
9004,9368,5939,1707,12223
9004,5963,2932,1707,11024
10872,2957,3552,998,11840
10730,227,9573,1167,11430
9004,2327,9573,4571,10562
4052,6235,4310,1167,10165
9004,9368,9573,4571,11560
8440,3883,9573,1707,11642
9004,5963,5180,4571,10104
9004,9368,9573,4571,10488
9004,9368,5180,1707,11402
9918,5963,4119,1707,11490
9004,8,9573,4571,10142
2999,2954,4310,1167,10708
11938,10348,4119,5570,12107
9004,9368,2932,1707,11044
5282,9368,10483,1922,10300
9004,9368,9573,4571,12057
9004,9368,5939,4571,10297
9004,5963,9573,4571,11513
3585,2954,5180,4571,11231
4955,1753,5180,5832,12227
9004,9368,5939,1707,11681
9004,8,4310,4571,12480
9004,9368,5180,4571,12257
374,4281,4310,5570,12031
9004,9368,9573,4571,10846
9004,3883,5180,4571,11534
9004,9368,2932,4571,12189
9004,9368,5180,1707,10721
7199,2954,9573,1167,11065
6074,6557,290,7268,10503
9004,9368,9573,4571,10660
9004,5963,9573,4571,10459
374,7117,9573,1167,12371
10529,7117,10483,4867,12122
9004,9368,5939,1707,11036
9004,9368,5180,4571,10610
11731,11892,10483,1922,10667
9004,9368,5180,4571,10880
4386,62,3791,7268,11353
9004,3883,9573,4571,11997
9004,9368,5939,1707,10163
1247,2437,3791,4766,10879
9004,5963,5939,2753,10148
10529,7117,9573,4571,11670
9918,2954,9573,4571,11206
10529,10508,9573,4571,12071
374,62,4310,1922,10349
12149,519,5180,998,10122
11372,10853,5180,4571,12283
9004,2954,9573,4571,12187
9969,6743,5180,1922,11203
9004,5963,5180,1707,12403
9004,9368,9573,4571,12462
4386,1759,9573,2753,12303
9004,9368,5180,4571,11565
5397,7117,4310,749,10636
11972,7117,9573,1167,12046
9004,2954,9573,4571,12338
2818,6453,10483,1922,12029
9004,2954,9573,4571,10301
9004,9368,9573,4571,11275
11731,3862,5180,5832,11413
10529,7408,9573,4571,11227
9004,9368,9573,4571,11287
1247,7224,9573,1922,11105
9004,2954,9573,4571,11350
9004,9368,5180,4571,11096
9004,9368,4119,4571,10810
9989,2954,4310,5570,12201
322,11668,4310,3105,10096
1247,10372,1933,1922,10565
10308,5963,4310,1707,10733
3262,10853,3552,1437,10499
9004,9368,5939,509,11153
9004,2954,9573,4571,11703
9004,9368,5939,1707,10372
374,12464,4310,1167,11478
10308,9139,9573,4571,11149
9004,9368,10483,1707,10799
9327,7117,4310,5570,12466
9004,6192,9573,4571,10100
9004,9368,5180,4571,10121
9004,9368,9573,4571,11155
9004,9368,5180,1707,11008
9004,5963,9573,4571,12294
9004,2954,9573,4571,11029
4137,3533,3552,2154,10111
9004,9368,9573,1707,10351
9004,2954,9573,4571,10344
10529,7117,9573,5570,10855
474,7117,9573,4571,10339
9004,9368,9573,4571,12090
9004,9368,5939,4571,10991
9004,9368,5939,2753,12355
5417,5134,290,6119,10369
374,7117,9573,1922,11734
5234,2954,4310,1167,12278
9004,2954,9573,4571,11621
7199,9368,5180,2154,12562
9004,9368,5939,509,10263
9004,3883,5180,1707,11679
5865,7117,3552,1922,11491
9004,3883,9573,2753,12439
9004,5963,5180,2753,10234
8424,1322,10483,2154,11316
374,7117,9573,1167,10457
9004,9368,2932,4571,12528
1247,7408,5180,1922,12379
9004,2954,5180,4571,11470
474,7117,9573,4571,10516
9814,6453,9573,1167,10107
9004,9368,5180,2753,11545
9004,9368,5939,1707,11294
1704,8334,3791,1922,10112
9004,9368,5180,4571,11699
9004,2954,9573,4571,11567
10162,1759,9573,2154,11185
9004,9308,5180,4571,11526
9004,9368,5180,2753,12119
10529,3487,9573,4571,12322
374,7117,10570,1167,10123
9004,3883,9573,4571,11144
4959,7117,10483,6119,11864
9004,7408,9573,4571,12335
9004,9368,5939,10710,11183
8318,2954,5180,510,10593
374,5924,4310,1167,12042
11972,1151,1933,2154,11345
6758,9063,5180,7268,11090
2888,10096,6076,12382,10582
3585,9368,5180,2154,10711
9004,2954,9573,4571,11312
9004,2954,9573,4571,11508
9004,9368,2932,2753,11610
9004,9368,5939,2753,12157
9004,5963,9573,4571,11871
1247,7117,4310,749,11376
9004,3883,5180,1707,11100
10529,7117,9573,4571,11020
9004,9368,5180,4571,12142
1485,2190,5180,4571,12181
10308,7117,4310,4571,10419
9004,9368,3552,1707,12533
5963,2954,4310,5570,12415
5315,2824,290,4766,10831
11478,3883,4310,2154,11152
10162,2954,10570,5570,12170
10308,2954,4310,5570,10216
9004,9368,9573,4571,10832
1247,4173,3791,3105,10229
10529,7224,9573,2154,10834
9004,9368,5939,4571,10756
10308,3883,9573,4571,11342
9004,9368,9573,4571,12088
10529,7408,4310,1707,12413
9004,2954,5180,4571,10378
10185,7117,3552,1707,10734
10308,9308,4310,4867,11279
2888,7117,1933,2753,12121
