title,authors,venue,year,SampleID
11171,9867,7605,2639,10560
1050,9867,263,2639,12457
11171,12177,5934,2639,11234
2479,3235,10501,10501,10982
1050,9867,7605,7605,10662
11171,9867,7605,2639,12560
2479,9867,8387,2639,10815
8941,9867,8135,10968,11688
2479,9867,5934,2639,10267
10827,12177,5934,4987,10823
1050,9867,5934,11520,10688
6902,9867,2109,145,10325
11171,12177,7605,1198,10889
8941,9867,7605,2639,11391
2479,12177,7605,12103,11471
11171,9867,7605,7605,10287
1913,11593,9277,10205,10567
11171,9867,7605,825,11675
10827,12177,5934,4987,10755
11171,12177,2109,2639,11881
2479,9867,7605,2639,10266
8941,9867,7605,10501,10128
11171,12177,7605,825,10554
11171,9867,7605,145,10776
11171,9867,8135,2639,11624
3895,9867,7605,2639,11025
10827,9867,5934,825,11012
11171,9867,4623,2639,11724
860,9867,2109,1198,12259
11171,9867,5934,2639,11201
1050,9867,7605,145,10467
7380,9867,7605,10501,10116
11171,9867,7605,825,11050
11171,9867,263,1198,11420
2479,9867,263,7605,12527
11171,9867,5934,145,10454
11171,9867,7605,7605,11561
4781,7635,5934,2639,12225
11171,9867,8135,7605,12442
11171,9867,263,145,11087
1050,9867,7605,2639,10974
11171,9867,2109,10501,10404
8767,9867,5934,2639,10294
10827,9867,263,10501,12366
10409,9867,10112,5427,10622
10826,9867,2109,145,10540
11171,9867,4623,145,11006
1050,10448,10501,145,11865
1050,9867,10501,4987,11913
11171,9867,7605,11520,10883
11171,11464,7605,11520,12394
10827,11239,2109,2639,10892
11171,9867,263,5427,10230
1050,12177,7605,825,10443
11171,9867,4623,2639,12186
11171,11239,7605,825,11051
10827,9867,8135,7605,10131
11171,9867,7605,7605,10993
11171,9867,263,2639,11039
11171,9867,263,145,10901
11171,9867,10112,2639,11132
2479,3755,10112,11520,11323
2479,9867,7605,825,12412
11171,9867,5934,2639,10773
2479,9867,263,145,12150
2479,12177,5934,4987,10867
11171,9867,7605,2639,12438
2479,9867,10501,2639,10156
2479,9867,5934,5427,11267
12177,8347,10112,2639,10232
11171,11239,7605,2639,11134
2479,6510,7605,5427,10196
11171,9867,7605,145,12141
1050,9867,10501,2639,11926
6028,12372,2109,10205,10398
